,game_date,home_team,Stadium,week,away_team,weekday,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,total_attendance,home_attendance,away_attendance,weekly_attendance,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,superbowl_winner,Capacity,Turf,Temperature,EstimatedCondition
1135,16/12/2001,34,8,14,26,4,16:15:00,20,6,287,4,362,3,32,24,1137730,624374,513356,84936,8,8,256,303,-47,-2.9,-0.7,-3.7,-4,0.4,1,1,79000,3,46.04,2
1136,29/12/2002,34,8,17,9,4,13:02:00,20,14,352,5,186,4,32,9,1182596,643950,538646,84142,7,9,307,365,-58,-3.6,-0.8,-4.5,-2.2,-2.2,1,1,79000,3,46.04,2
1137,12/12/2004,34,8,14,26,4,20:37:00,17,14,312,2,312,1,32,24,1240229,702670,537559,90089,6,10,240,265,-25,-1.6,-1.8,-3.4,-7.4,4,1,1,79000,3,46.04,2
1138,31/10/2010,11,9,8,34,4,13:02:00,37,25,304,2,275,2,11,32,977218,450286,526932,46329,6,10,362,369,-7,-0.4,2.3,1.9,2.4,-0.5,1,1,65000,2,46.04,2
1139,25/11/2010,11,9,12,21,5,12:38:00,45,24,447,0,406,2,11,20,977218,450286,526932,60965,6,10,362,369,-7,-0.4,2.3,1.9,2.4,-0.5,1,1,65000,2,46.04,2
1140,28/10/2012,11,9,8,30,4,13:03:00,28,24,415,1,369,2,11,28,1038451,510158,528293,63497,4,12,372,437,-65,-4.1,1.8,-2.3,2.1,-4.4,1,1,65000,2,46.04,2
1141,22/11/2009,21,10,11,24,4,16:15:00,31,14,410,1,226,5,20,22,1138000,550048,587952,68756,10,6,427,285,142,8.9,2.3,11.2,6.7,4.5,2,1,65878,1,46.04,2
1142,3/11/2013,21,10,9,27,4,16:25:00,55,31,610,1,479,3,20,25,1120817,550048,570769,68756,12,4,444,338,106,6.6,-0.7,5.9,4.5,1.4,2,1,65878,1,46.04,2
1143,8/11/2015,4,12,9,19,4,13:02:00,33,17,420,0,397,1,4,18,1140809,559047,581762,70214,8,8,379,359,20,1.3,-1.2,0,0.3,-0.2,1,1,71608,2,46.04,2
1144,3/12/2017,4,12,13,21,4,13:00:00,23,3,435,1,268,1,4,20,1040917,534200,506717,68499,9,7,302,359,-57,-3.6,-0.5,-4,-3,-1,2,1,71608,2,46.04,2
1145,4/11/2018,4,12,9,6,4,13:00:00,41,9,190,1,264,4,4,6,1072899,519695,553204,68749,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,1,1,71608,2,46.04,2
1146,24/9/2001,12,13,2,34,2,21:08:00,37,0,386,1,137,3,12,32,1040215,478433,561782,59771,12,4,390,266,124,7.8,-1.1,6.6,4,2.6,2,1,81441,3,46.04,2
1147,14/11/2004,12,13,10,20,4,16:15:00,34,31,442,1,416,0,12,19,1112569,564400,548169,70671,10,6,424,380,44,2.8,-2.4,0.3,4.3,-4,2,1,81441,3,46.04,2
1148,14/10/2007,12,13,6,34,4,13:02:00,17,14,225,2,304,3,12,32,1120775,566443,554332,70761,13,3,435,291,144,9,0,9,5.7,3.3,2,1,81441,3,46.04,2
1149,7/12/2014,26,15,14,30,4,16:25:00,24,14,440,2,139,2,24,28,1153703,556768,596935,69596,10,6,474,400,74,4.6,-0.7,3.9,6.6,-2.7,1,1,67594,3,46.04,2
1150,14/12/2014,26,15,15,9,4,20:35:00,38,27,364,1,294,3,24,9,1153703,556768,596935,69596,10,6,474,400,74,4.6,-0.7,3.9,6.6,-2.7,1,1,67594,3,46.04,2
1151,22/12/2019,26,15,16,9,4,16:25:00,17,9,431,0,311,1,24,9,1139525,558268,581257,69796,9,7,385,354,31,1.9,-1.7,0.3,0.7,-0.4,2,1,67594,3,46.04,2
1152,25/9/2000,14,16,4,15,2,21:00:00,43,14,533,1,286,2,14,15,1008013,454319,553694,56816,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,2,1,67000,1,46.04,6
1153,14/11/2010,14,16,10,7,4,13:02:00,23,17,256,0,341,5,14,7,1093781,535802,557979,67404,10,6,435,388,47,2.9,-0.1,2.9,3.7,-0.9,2,1,67000,1,46.04,4
1154,9/12/2012,14,16,14,33,4,13:02:00,27,23,269,2,356,2,14,31,1062645,521518,541127,64688,11,5,357,387,-30,-1.9,-2.8,-4.7,-1.9,-2.8,2,1,67000,1,46.04,2
1155,5/11/2000,30,17,10,28,4,16:15:00,17,15,128,1,398,3,28,26,1029085,508367,520718,59884,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,1,1,68740,2,46.04,2
1156,26/11/2000,30,17,13,10,4,16:16:00,38,31,538,5,354,3,28,10,1029085,508367,520718,68661,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,1,1,68740,2,46.04,2
1157,16/11/2003,30,17,11,11,4,16:16:00,35,14,366,0,357,2,28,11,1005938,512150,493788,65865,10,6,404,327,77,4.8,-0.7,4.1,3.6,0.5,2,1,68740,2,46.04,2
1158,18/11/2007,30,17,11,6,4,16:16:00,30,23,425,1,345,1,28,6,1087363,545551,541812,68249,10,6,393,291,102,6.4,-4.6,1.8,0.8,0.9,2,1,68740,2,46.04,4
1159,15/11/2015,30,17,10,1,4,20:35:00,39,32,451,3,343,1,28,1,1097931,552162,545769,69005,10,6,423,277,146,9.1,2.2,11.3,5.4,6,2,1,68740,2,46.04,2
1160,2/12/2018,30,17,13,29,4,16:25:00,43,16,331,0,452,3,28,27,1114327,552009,562318,69009,10,6,428,347,81,5.1,-0.6,4.5,3,1.5,2,1,68740,2,46.04,2
1161,10/12/2018,30,17,14,20,2,20:15:00,21,7,274,1,276,1,28,19,1114327,552009,562318,69007,10,6,428,347,81,5.1,-0.6,4.5,3,1.5,2,1,68740,2,46.04,2
1162,23/12/2018,30,17,16,16,4,20:20:00,38,31,464,0,419,2,28,16,1114327,552009,562318,69067,10,6,428,347,81,5.1,-0.6,4.5,3,1.5,2,1,68740,2,46.04,2
1163,30/12/2018,30,17,17,1,4,16:25:00,27,24,291,1,198,2,28,1,1114327,552009,562318,68990,10,6,428,347,81,5.1,-0.6,4.5,3,1.5,2,1,68740,2,46.04,2
1164,14/12/2008,3,18,15,27,4,16:15:00,13,9,311,2,202,2,3,25,1115465,570152,545313,71502,11,5,385,244,141,8.8,1,9.8,4.2,5.6,2,1,71008,1,46.04,2
1165,18/11/2018,3,18,11,7,4,13:00:00,24,21,403,1,255,0,3,7,1053383,563451,489932,70077,10,6,389,287,102,6.4,0.6,7,0.6,6.4,2,1,71008,1,46.04,2
1166,17/12/2000,24,20,16,11,4,13:02:00,10,7,288,1,240,2,22,11,1145146,623711,521435,77513,9,7,321,321,0,0,3.5,3.5,1.4,2.2,1,1,82500,2,46.04,2
1167,30/11/2003,23,20,13,4,4,13:02:00,24,7,403,0,222,1,22,4,1190530,628960,561570,78481,4,12,243,387,-144,-9,0.4,-8.6,-4.8,-3.7,1,1,82500,2,46.04,1
1168,25/11/2007,23,20,12,20,4,13:03:00,41,17,251,0,309,4,22,19,1197501,629848,567653,78591,10,6,373,351,22,1.4,1.9,3.3,2.8,0.4,2,2,82500,2,46.04,1
1169,27/9/2015,24,20,3,26,4,13:03:00,24,17,231,1,323,4,22,24,1207646,625280,582366,78160,10,6,387,314,73,4.6,-3,1.5,-0.5,2,1,1,82500,2,46.04,2
1170,12/11/2006,33,21,10,3,4,13:03:00,27,26,421,2,367,1,31,3,1097073,553144,543929,69143,8,8,324,400,-76,-4.8,3.5,-1.3,1,-2.3,1,1,69143,3,46.04,2
1171,11/11/2018,33,21,10,21,4,13:00:00,34,10,385,0,284,0,31,20,1092094,516161,575933,69363,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,1,1,69143,3,46.04,5
1172,18/11/2007,7,23,11,1,4,13:02:00,35,27,247,0,396,5,7,1,1083308,526320,556988,65403,7,9,380,385,-5,-0.3,-2.1,-2.4,1.6,-4,1,1,65515,1,46.04,2
1173,8/11/2010,7,23,9,27,2,20:40:00,27,21,314,2,272,2,7,25,1033852,482917,550935,65626,4,12,322,395,-73,-4.6,3.1,-1.4,0.4,-1.9,1,1,65515,1,46.04,4
1174,25/11/2018,7,23,12,8,4,13:00:00,35,20,342,0,372,2,7,8,911289,406028,505261,56122,6,10,368,455,-87,-5.4,2,-3.4,0,-3.4,1,1,65515,1,46.04,2
1175,4/12/2011,6,27,13,16,4,13:03:00,10,3,252,1,181,3,6,16,1053343,497166,556177,61973,8,8,353,341,12,0.8,0.9,1.7,-1.5,3.1,1,1,61500,3,46.04,2
1176,21/10/2001,22,28,6,2,4,12:03:00,20,13,297,2,276,1,21,2,1111335,560472,550863,70020,7,9,333,409,-76,-4.8,-0.1,-4.8,-0.1,-4.7,1,1,74295,2,46.04,2
1177,23/10/2011,22,28,7,14,4,20:30:00,62,7,557,0,252,3,21,14,1105934,584335,521599,73012,13,3,547,339,208,13,-1.6,11.4,10.6,0.8,2,1,74295,2,46.04,2
1178,26/10/2014,22,28,8,12,4,20:30:00,44,23,495,1,491,3,21,12,1133987,584900,549087,73146,7,9,401,424,-23,-1.4,-1.5,-2.9,1.9,-4.8,1,1,74295,2,46.04,2
1179,15/12/2002,31,29,15,1,4,20:35:00,30,28,366,2,378,2,29,1,1073461,528498,544963,65939,7,9,316,369,-53,-3.3,0,-3.3,-1.6,-1.8,1,1,67277,2,46.04,2
1180,8/12/2002,15,30,14,8,4,13:03:00,21,20,417,2,211,0,15,8,975226,450216,525010,46267,6,10,328,315,13,0.8,-1,-0.2,-1.3,1.1,1,1,67264,3,46.04,2
1181,22/11/2004,16,3,11,21,2,21:00:00,27,19,407,1,417,1,16,20,1150728,623010,527718,78431,7,9,483,435,48,3,2.3,5.3,10,-4.7,1,1,76416,3,46.4,2
1182,28/11/2019,9,4,13,4,5,16:30:00,26,15,356,0,426,2,9,4,1289027,727432,561595,90445,8,8,434,321,113,7.1,-1.8,5.3,3.8,1.5,1,1,80000,2,46.4,2
1183,28/10/2012,8,6,8,28,4,13:06:00,7,6,250,0,265,1,8,26,1065268,533058,532210,65337,5,11,302,368,-66,-4.1,-1.2,-5.3,-4.6,-0.7,1,1,67895,3,46.4,2
1184,24/12/2005,34,8,16,23,3,13:03:00,35,20,380,1,332,1,32,22,1260275,716999,543276,90477,10,6,359,293,66,4.1,1.9,6,2.6,3.4,2,1,79000,3,46.4,2
1185,18/10/2009,34,8,6,16,4,13:03:00,14,6,268,0,265,2,32,16,1205404,678352,527052,79572,4,12,266,336,-70,-4.4,-0.2,-4.6,-5.5,1,1,1,79000,3,46.4,2
1186,29/11/2015,34,8,12,23,4,13:03:00,20,14,407,0,332,3,32,22,1196087,609672,586415,77367,9,7,388,379,9,0.6,-2.5,-1.9,-0.2,-1.8,2,1,79000,3,46.4,2
1187,23/12/2007,4,12,16,23,4,13:02:00,38,21,383,4,244,4,4,22,1140970,568437,572533,71302,7,9,252,354,-102,-6.4,2.3,-4.1,-5.6,1.5,1,1,71608,2,46.4,2
1188,21/11/2004,30,17,11,19,4,16:06:00,24,17,293,3,288,4,28,18,1040347,533436,506911,66644,9,7,371,373,-2,-0.1,-2.8,-2.9,0.4,-3.3,2,1,68740,2,46.4,2
1189,12/12/2005,2,19,14,22,2,21:05:00,36,17,406,1,332,1,2,21,1104620,565106,539514,70083,8,8,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,1,1,71000,1,46.4,2
1190,11/11/2007,23,20,10,9,4,16:15:00,31,20,323,1,300,2,22,9,1197501,629848,567653,78964,10,6,373,351,22,1.4,1.9,3.3,2.8,0.4,2,2,82500,2,46.4,1
1191,20/9/2009,24,20,2,21,4,13:02:00,16,9,254,1,299,1,22,20,1115944,616420,499524,78312,9,7,348,236,112,7,1.6,8.6,1.1,7.5,2,1,82500,2,46.4,2
1192,2/12/2001,6,27,12,11,4,13:03:00,13,10,232,1,295,1,6,11,1059454,535552,523902,66944,13,3,338,203,135,8.4,-0.5,7.9,0.9,7.1,2,1,61500,3,46.4,2
1193,16/11/2003,6,27,11,31,4,13:03:00,23,21,320,3,241,2,6,29,1031247,479585,551662,61820,7,9,283,346,-63,-3.9,0.4,-3.5,-4.2,0.7,1,1,61500,3,46.4,2
1194,30/11/2003,6,27,13,1,4,13:03:00,28,3,422,1,197,3,6,1,1031247,479585,551662,61550,7,9,283,346,-63,-3.9,0.4,-3.5,-4.2,0.7,1,1,61500,3,46.4,2
1195,5/12/2004,6,27,13,20,4,13:03:00,24,14,318,1,391,4,6,19,1037347,495706,541641,62051,5,11,231,331,-100,-6.3,-2,-8.2,-8.5,0.3,1,1,61500,3,46.4,2
1196,17/10/2004,22,28,6,20,4,20:36:00,38,31,605,3,385,1,21,19,985096,513178,471918,64900,8,8,348,405,-57,-3.6,-2,-5.6,-1.2,-4.3,1,1,74295,2,46.4,2
1197,26/11/2018,13,22,12,33,2,20:15:00,34,17,462,0,365,1,13,31,1112480,574439,538041,71826,11,5,402,316,86,5.4,-1.5,3.8,2.4,1.4,2,1,71795,3,46.58,2
1198,8/10/2018,22,28,5,34,2,20:15:00,43,19,447,1,283,2,21,32,1147700,584411,563289,73028,13,3,504,353,151,9.4,0.6,10.1,7.9,2.2,2,1,74295,2,46.58,2
1199,21/10/2002,27,1,7,14,2,21:08:00,28,10,364,1,367,3,25,14,1023448,490274,533174,62800,10,5,390,345,45,2.8,-0.1,2.7,3.1,-0.4,2,1,68400,3,46.94,2
1200,14/11/2010,27,1,10,21,4,20:30:00,39,26,453,0,425,1,25,20,1049715,504669,545046,64359,12,4,375,232,143,8.9,1.3,10.2,2.5,7.7,2,1,68400,3,46.94,2
1201,16/12/2001,16,3,14,10,4,13:00:00,26,23,396,3,335,1,16,10,1120677,617488,503189,77778,6,10,320,344,-24,-1.5,0.3,-1.2,-0.2,-1,1,1,76416,3,46.94,2
1202,7/10/2012,16,3,5,3,4,13:02:00,9,6,298,2,338,4,16,3,1040043,548070,491973,68803,2,14,211,425,-214,-13.4,-0.6,-14,-10.3,-3.7,1,1,76416,3,46.94,2
1203,9/12/2001,9,4,13,23,4,13:02:00,20,13,289,0,245,2,9,22,1056213,505501,550712,61821,5,11,246,338,-92,-5.8,-0.2,-6,-4.5,-1.5,1,1,80000,2,46.94,2
1204,16/11/2003,8,6,11,1,4,13:03:00,44,6,481,0,187,4,8,1,1139440,585564,553876,72908,5,11,254,322,-68,-4.3,1.3,-2.9,-5.3,2.4,1,1,67895,3,46.94,2
1205,21/11/2004,8,6,11,24,4,13:02:00,10,7,235,1,216,1,8,22,1141770,584840,556930,72547,4,12,276,390,-114,-7.1,3.7,-3.4,-1.5,-1.9,1,1,67895,3,46.94,2
1206,12/12/2004,10,7,14,19,4,16:05:00,20,17,415,3,214,1,10,18,1140618,601031,539587,75027,10,6,381,304,77,4.8,1,5.9,1.6,4.3,2,1,76125,3,46.94,2
1207,26/11/2000,34,8,13,26,4,13:01:00,23,20,289,2,326,2,32,24,1174332,647424,526908,83284,8,8,281,269,12,0.8,0.2,1,-2.9,3.8,1,1,79000,3,46.94,2
1208,4/11/2007,11,9,9,10,4,13:02:00,44,7,376,1,303,4,11,10,1035791,490436,545355,60783,7,9,346,444,-98,-6.1,2.6,-3.6,1.4,-5,1,1,65000,2,46.94,2
1209,7/11/2010,11,9,9,24,4,13:03:00,23,20,437,2,306,0,11,22,977218,450286,526932,57799,6,10,362,369,-7,-0.4,2.3,1.9,2.4,-0.5,1,1,65000,2,46.94,2
1210,24/11/2002,21,10,12,20,4,13:02:00,24,17,299,0,417,3,20,19,1096069,547488,548581,68436,9,7,381,346,35,2.2,1.8,4,2.1,1.9,1,1,65878,1,46.94,2
1211,27/12/2003,21,10,17,4,3,13:35:00,31,0,321,1,256,4,20,4,1127515,547488,580027,68436,14,2,348,238,110,6.9,0.1,6.9,2.1,4.9,2,2,65878,1,46.94,2
1212,24/10/2004,21,10,7,24,4,16:05:00,13,7,343,1,268,1,20,22,1108210,550048,558162,68756,14,2,437,260,177,11.1,1.8,12.8,6.4,6.5,2,2,65878,1,46.94,2
1213,27/10/2002,4,12,8,11,4,13:02:00,24,17,343,2,282,1,4,11,1119646,547702,571944,72710,8,8,379,397,-18,-1.1,0.9,-0.3,2.1,-2.3,1,1,71608,2,46.94,2
1214,5/10/2003,12,13,5,30,4,13:02:00,35,13,336,0,343,2,12,28,1067556,562819,504737,70365,10,6,442,307,135,8.4,-0.3,8.1,6.2,1.9,2,1,81441,3,46.94,2
1215,15/11/2009,12,13,10,9,4,16:15:00,17,7,283,0,278,3,12,9,1067183,565666,501517,70894,11,5,461,297,164,10.3,-2.9,7.4,6.3,1.1,2,1,81441,3,46.94,4
1216,20/10/2013,12,13,7,8,4,16:25:00,31,13,357,0,216,1,12,8,1191205,623577,567628,77804,8,7,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,2,1,81441,3,46.94,2
1217,20/10/2016,12,13,7,6,5,20:26:00,26,10,406,1,189,2,12,6,1169215,625727,543488,78217,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,2,1,81441,3,46.94,4
1218,27/12/2009,26,15,16,10,4,16:16:00,30,27,394,3,241,1,24,10,1144895,553152,591743,69144,11,5,429,337,92,5.8,0.2,6,5.8,0.2,2,1,67594,3,46.94,2
1219,21/10/2018,26,15,7,5,4,13:00:00,21,17,371,0,342,1,24,5,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0,1.8,2,1,67594,3,46.94,4
1220,26/11/2017,14,16,12,33,4,13:00:00,20,16,276,2,254,1,14,31,1022042,507525,514517,62207,4,12,263,404,-141,-8.8,-1.3,-10.1,-6.1,-4,1,1,67000,1,46.94,5
1221,16/12/2018,14,16,15,9,4,13:00:00,23,0,370,1,292,1,14,9,1006361,473598,532763,66654,10,6,433,344,89,5.6,-2.2,3.4,3.9,-0.6,2,1,67000,1,46.94,2
1222,19/12/2010,30,17,15,2,4,16:06:00,34,18,266,1,234,3,28,2,1009483,535942,473541,67101,7,9,310,407,-97,-6.1,-3.4,-9.4,-3.9,-5.5,2,1,68740,2,46.94,4
1223,11/11/2012,30,17,10,24,4,16:06:00,28,7,363,2,185,3,28,22,1017029,543570,473459,67841,11,5,412,245,167,10.4,1.8,12.2,4.5,7.7,2,1,68740,2,46.94,4
1224,20/11/2017,30,17,11,2,2,20:30:00,34,31,279,1,360,2,28,2,1129943,551809,578134,69026,9,7,366,332,34,2.1,-0.2,1.9,0.7,1.2,1,1,68740,2,46.94,2
1225,29/12/2019,30,17,17,29,4,20:20:00,26,21,398,0,348,0,28,27,1101649,551927,549722,69162,11,5,405,398,7,0.4,2.3,2.7,2.9,-0.2,2,1,68740,2,46.94,6
1226,30/11/2003,3,18,13,29,4,13:02:00,44,6,282,2,264,4,3,27,1006929,556634,450295,69549,10,6,391,281,110,6.9,-0.6,6.3,3.3,3,2,1,71008,1,46.94,2
1227,28/11/2010,3,18,12,32,4,16:15:00,17,10,349,1,263,0,3,30,1123436,569817,553619,70989,12,4,357,270,87,5.4,1,6.4,0.9,5.5,2,1,71008,1,46.94,2
1228,14/12/2014,3,18,15,15,4,13:02:00,20,12,314,1,248,1,3,15,1096129,568353,527776,70801,10,6,409,302,107,6.7,-2.1,4.6,1.8,2.8,2,1,71008,1,46.94,2
1229,22/11/2015,3,18,11,31,4,13:02:00,16,13,388,2,213,4,3,29,1083919,568018,515901,71105,5,11,328,401,-73,-4.6,2.6,-1.9,-0.7,-1.2,1,1,71008,1,46.94,2
1230,4/12/2016,3,18,13,19,4,13:00:00,38,6,496,2,277,3,3,18,1134133,568823,565310,70916,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,1,1,71008,1,46.94,2
1231,29/12/2019,3,18,17,27,4,16:25:00,28,10,304,2,168,2,3,25,1091363,565020,526343,70695,14,2,531,282,249,15.6,0.1,15.6,11,4.7,2,1,71008,1,46.94,4
1232,12/12/2004,2,19,14,25,4,13:03:00,35,10,354,0,296,3,2,23,1133146,564769,568377,70616,11,5,340,337,3,0.2,-2.4,-2.2,-1.8,-0.4,2,1,71000,1,46.94,2
1233,27/12/2009,2,19,16,4,4,13:02:00,31,3,391,0,178,3,2,4,1126660,545389,581271,68887,9,7,363,325,38,2.4,2.7,5,2.7,2.3,1,1,71000,1,46.94,2
1234,29/12/2013,2,19,17,5,4,13:05:00,21,20,283,2,307,1,2,5,1080805,561795,519010,70427,4,12,353,443,-90,-5.6,2.9,-2.8,1.2,-3.9,1,1,71000,1,46.94,2
1235,25/11/2010,24,20,12,7,5,20:30:00,26,10,319,1,163,3,22,7,1163375,628768,534607,78903,11,5,367,304,63,3.9,2.5,6.5,2.2,4.2,2,1,82500,2,46.94,2
1236,4/11/2012,23,20,9,27,4,16:26:00,24,20,349,2,182,1,22,25,1229929,643964,585965,80991,9,7,429,344,85,5.3,0.9,6.2,4,2.2,1,1,82500,2,46.94,4
1237,29/12/2013,33,21,17,13,4,13:02:00,16,10,311,1,288,4,31,13,1057807,553144,504663,69143,7,9,362,381,-19,-1.2,0.4,-0.8,-0.2,-0.6,1,1,69143,3,46.94,2
1238,13/12/2010,13,22,14,3,2,20:40:00,34,28,253,0,489,2,13,3,1108625,568643,539982,71413,6,10,390,427,-37,-2.3,0.5,-1.8,1.8,-3.7,1,1,71795,3,46.94,4
1239,22/10/2006,7,23,7,5,4,13:03:00,17,14,342,0,277,1,7,5,1081250,527870,553380,65964,8,8,373,331,42,2.6,1.5,4.1,4,0,1,1,65515,1,46.94,2
1240,4/11/2012,7,23,9,10,4,13:02:00,31,23,359,2,366,1,7,10,1021414,489504,531910,63623,10,6,391,320,71,4.4,-2.4,2.1,1.2,0.9,2,1,65515,1,46.94,4
1241,22/12/2014,7,23,16,10,2,20:30:00,37,28,353,2,385,4,7,10,1025166,485628,539538,66107,10,5,365,344,21,1.3,-0.6,0.7,-0.5,1.3,2,1,65515,1,46.94,2
1242,26/11/2017,7,23,12,8,4,13:00:00,30,16,361,0,405,0,7,8,978253,425937,552316,51710,7,9,290,349,-59,-3.7,-1.3,-5,-4.1,-0.9,1,1,65515,1,46.94,2
1243,26/12/2010,32,25,16,30,4,16:16:00,38,15,439,0,174,0,30,28,937014,394513,542501,46576,10,6,341,318,23,1.4,-2,-0.6,-1,0.4,1,1,65890,3,46.94,2
1244,20/10/2002,22,28,7,29,4,13:03:00,35,27,422,1,418,2,21,27,1068183,542796,525387,67903,9,7,432,388,44,2.8,-0.3,2.4,5.8,-3.3,1,1,74295,2,46.94,2
1245,16/11/2003,22,28,11,2,4,13:04:00,23,20,403,4,244,3,21,2,1072640,548894,523746,68432,8,8,340,326,14,0.9,-1.1,-0.3,0.1,-0.4,1,1,74295,2,46.94,2
1246,7/12/2003,22,28,14,32,4,13:03:00,14,7,314,1,292,3,21,30,1072640,548894,523746,68442,8,8,340,326,14,0.9,-1.1,-0.3,0.1,-0.4,1,1,74295,2,46.94,2
1247,14/11/2004,22,28,10,16,4,13:02:00,27,20,374,1,497,4,21,16,985096,513178,471918,64900,8,8,348,405,-57,-3.6,-2,-5.6,-1.2,-4.3,1,1,74295,2,46.94,2
1248,16/11/2014,22,28,11,7,4,13:02:00,27,10,405,0,330,1,21,7,1133987,584900,549087,73073,7,9,401,424,-23,-1.4,-1.5,-2.9,1.9,-4.8,1,1,74295,2,46.94,2
1249,20/10/2002,31,29,7,30,4,13:02:00,37,20,478,2,290,3,29,28,1073461,528498,544963,65931,7,9,316,369,-53,-3.3,0,-3.3,-1.6,-1.8,1,1,67277,2,46.94,2
1250,5/12/2004,31,29,13,29,4,13:02:00,16,6,350,2,160,1,29,27,1060941,527384,533557,65793,8,8,319,392,-73,-4.6,-1.4,-6,-2.2,-3.8,2,1,67277,2,46.94,2
1251,23/10/2005,31,29,7,22,4,13:02:00,28,17,298,1,332,2,29,21,1036861,523685,513176,64586,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,1,1,67277,2,46.94,2
1252,24/12/2005,31,29,16,29,3,13:02:00,24,20,321,0,389,2,29,27,1036861,523685,513176,65473,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,1,1,67277,2,46.94,2
1253,18/12/2011,31,29,15,7,4,13:00:00,20,13,283,1,305,0,29,7,1002051,451153,550898,56431,2,14,193,407,-214,-13.4,2.9,-10.4,-8.4,-2.1,1,1,67277,2,46.94,2
1254,3/10/2004,15,30,4,14,4,13:02:00,24,17,337,1,408,1,15,14,1051556,555464,496092,73114,9,7,261,280,-19,-1.2,1.9,0.8,-5.7,6.4,1,1,67264,3,46.94,2
1255,14/10/2001,20,32,5,11,4,13:00:00,31,26,343,1,457,1,19,11,1045690,513344,532346,64048,5,11,290,390,-100,-6.3,1.5,-4.7,-0.8,-3.9,1,1,66200,1,46.94,2
1256,28/9/2003,20,32,4,29,4,13:03:00,35,7,354,0,372,3,19,27,1017297,513437,503860,64111,9,7,416,353,63,3.9,-1,2.9,4,-1.1,1,1,66200,1,46.94,2
1257,21/12/2014,13,22,16,3,4,13:02:00,25,13,313,1,211,3,13,3,1115983,574132,541851,71771,9,7,372,307,65,4.1,-2.3,1.7,-0.8,2.5,1,1,71795,3,47.3,2
1258,13/10/2013,24,20,6,27,4,13:03:00,19,6,328,0,267,2,22,25,1169108,615656,553452,76957,8,8,290,387,-97,-6.1,0,-6.1,-4.7,-1.4,1,1,82500,2,47.84,2
1259,24/11/2013,13,22,12,15,4,13:02:00,13,6,333,0,218,1,13,15,1103683,573271,530412,71659,2,14,276,428,-152,-9.5,1.9,-7.6,-5,-2.6,1,1,71795,3,47.84,4
1260,2/12/2007,27,1,13,7,4,20:24:00,24,10,285,4,249,1,25,7,1061307,496675,564632,58842,10,6,393,269,124,7.8,-2.5,5.2,0.9,4.3,2,1,68400,3,48.02,2
1261,8/11/2015,27,1,9,25,4,13:02:00,38,35,597,2,440,4,25,23,1050712,514854,535858,65520,10,6,423,319,104,6.5,2.2,8.7,5.1,3.6,2,1,68400,3,48.02,2
1262,21/12/2008,25,2,16,13,4,16:05:00,27,16,362,1,324,1,23,13,1024023,462800,561223,43687,5,11,263,388,-125,-7.8,0.3,-7.5,-6.5,-1,1,1,65000,3,48.02,2
1263,25/11/2001,16,3,11,30,4,13:00:00,19,7,433,0,204,0,16,28,1120677,617488,503189,77357,6,10,320,344,-24,-1.5,0.3,-1.2,-0.2,-1,1,1,76416,3,48.02,2
1264,10/12/2006,16,3,14,3,4,13:00:00,20,10,376,1,276,3,16,3,1167512,623275,544237,77232,9,7,331,315,16,1,0,1,0.4,0.6,2,1,76416,3,48.02,2
1265,13/11/2016,5,5,10,16,4,13:00:00,20,17,256,1,341,2,5,16,1159680,590343,569337,74181,6,10,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,1,1,74867,3,48.02,2
1266,27/11/2016,8,6,12,23,4,13:00:00,27,13,296,1,343,3,8,22,1044825,514489,530336,60034,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,1,1,67895,3,48.02,2
1267,8/12/2019,8,6,14,7,4,13:00:00,27,19,333,2,451,1,8,7,1075124,539448,535676,67431,6,10,335,393,-58,-3.6,1.7,-1.9,-0.4,-1.5,1,1,67895,3,48.02,2
1268,30/11/2003,34,8,13,22,4,16:05:00,24,20,310,0,392,3,32,21,1194366,643997,550369,76821,5,11,287,372,-85,-5.3,-0.4,-5.7,-1.9,-3.8,1,1,79000,3,48.02,2
1269,5/11/2006,34,8,9,9,4,13:02:00,22,19,300,1,378,0,32,9,1236415,701049,535366,90250,5,11,307,376,-69,-4.3,0.3,-4,-2.1,-2,1,1,79000,3,48.02,2
