,game_date,home_team,Stadium,week,away_team,weekday,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,total_attendance,home_attendance,away_attendance,weekly_attendance,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,superbowl_winner,Capacity,Turf,Temperature,EstimatedCondition
138,20/12/2010,20,32,15,6,2,20:40:00,40,14,293,1,273,5,19,6,1029797,470009,559788,40504,6,10,281,348,-67,-4.2,2.6,-1.6,-3.3,1.7,1,1,66200,1,24.08,2
139,29/12/2019,10,7,17,25,4,16:25:00,16,15,238,1,477,1,10,23,1104191,607497,496694,76334,7,9,282,316,-34,-2.1,0,-2.1,-4.8,2.7,1,1,76125,3,24.8,2
140,28/11/2013,11,9,13,12,5,12:36:00,40,10,561,4,126,3,11,12,1053841,510369,543472,64934,7,9,395,376,19,1.2,-2.8,-1.6,-1.2,-0.5,1,1,65000,2,24.8,2
141,17/12/2007,20,32,15,6,2,20:40:00,20,13,372,4,209,1,19,6,1065131,506046,559085,63800,8,8,365,311,54,3.4,0.4,3.8,1.4,2.4,1,1,66200,1,24.8,2
142,30/11/2008,20,32,13,6,4,20:15:00,34,14,378,1,228,3,19,6,1023776,506136,517640,63722,10,6,379,333,46,2.9,1.2,4,1.1,2.9,2,1,66200,1,24.8,2
143,30/12/2001,10,7,16,25,4,16:15:00,23,17,231,0,334,3,10,23,1115203,600283,514920,75582,8,8,340,339,1,0.1,-0.5,-0.5,0.5,-1,1,1,76125,3,24.98,2
144,18/12/2005,11,9,15,7,4,16:05:00,41,17,426,2,270,4,11,7,1016559,492580,523979,61749,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,1,1,65000,2,24.98,2
145,14/12/2003,21,10,15,15,4,13:02:00,27,13,296,1,354,2,20,15,1127515,547488,580027,68436,14,2,348,238,110,6.9,0.1,6.9,2.1,4.9,2,2,65878,1,24.98,2
146,1/12/2002,4,12,13,19,4,13:02:00,38,21,431,0,300,3,4,18,1119646,547702,571944,73287,8,8,379,397,-18,-1.1,0.9,-0.3,2.1,-2.3,1,1,71608,2,24.98,2
147,26/12/2010,12,13,16,23,4,16:15:00,45,17,515,1,386,6,12,22,1122668,566362,556306,70649,10,6,388,240,148,9.3,1.7,10.9,3.1,7.9,2,2,81441,3,24.98,2
148,9/12/2018,12,13,14,2,4,13:00:00,34,20,300,0,344,2,12,2,1163842,622677,541165,77329,6,9,376,400,-24,-1.5,-1.2,-2.7,0,-2.7,1,1,81441,3,24.98,2
149,30/12/2018,12,13,17,11,4,13:00:00,31,0,402,0,175,1,12,11,1163842,622677,541165,77341,6,9,376,400,-24,-1.5,-1.2,-2.7,0,-2.7,1,1,81441,3,24.98,2
150,14/12/2017,14,16,15,10,5,20:25:00,25,13,462,1,228,0,14,10,1022042,507525,514517,63411,4,12,263,404,-141,-8.8,-1.3,-10.1,-6.1,-4,1,1,67000,1,24.98,2
151,26/12/2004,7,23,16,23,4,13:03:00,23,22,233,2,326,1,7,22,1099386,524248,575138,64606,8,8,374,372,2,0.1,2.5,2.7,4.3,-1.6,1,1,65515,1,24.98,2
152,30/12/2012,7,23,17,3,4,13:03:00,23,17,189,0,352,1,7,3,1021414,489504,531910,61565,10,6,391,320,71,4.4,-2.4,2.1,1.2,0.9,2,1,65515,1,24.98,2
153,24/11/2002,22,28,12,8,4,13:02:00,24,15,339,2,383,6,21,8,1068183,542796,525387,68295,9,7,432,388,44,2.8,-0.3,2.4,5.8,-3.3,1,1,74295,2,24.98,2
154,16/12/2007,31,29,15,12,4,13:00:00,33,14,277,3,364,2,29,12,1049682,514354,535328,66008,3,13,263,438,-175,-10.9,-2,-13,-6.5,-6.5,1,1,67277,2,24.98,2
155,23/11/2003,20,32,12,11,4,13:00:00,24,14,307,2,241,4,19,11,1017297,513437,503860,63946,9,7,416,353,63,3.9,-1,2.9,4,-1.1,1,1,66200,1,24.98,2
156,4/12/2011,20,32,13,10,4,13:05:00,35,32,336,2,489,3,19,10,1047585,502529,545056,62939,3,13,340,449,-109,-6.8,1.1,-5.7,-1.6,-4.1,1,1,66200,1,24.98,2
157,24/11/2002,10,7,12,14,4,20:36:00,23,20,344,3,285,2,10,14,1161974,604904,557070,75075,9,7,392,344,48,3,1.9,4.9,3,1.9,1,1,76125,3,25,2
158,26/12/2004,27,1,16,3,4,13:01:00,20,7,404,2,248,1,25,3,1082241,507385,574856,64227,15,1,372,251,121,7.6,1.4,9,3.4,5.6,2,1,68400,3,26.06,2
159,30/12/2012,27,1,17,8,4,13:02:00,24,10,212,0,320,4,25,8,1078574,489135,589439,51831,8,8,336,314,22,1.4,-2,-0.7,-2.8,2.1,1,1,68400,3,26.06,2
160,5/12/2010,16,3,13,10,4,13:03:00,10,6,359,1,247,1,16,10,1069780,541380,528400,67267,10,6,366,326,40,2.5,-3.2,-0.7,-1.5,0.8,2,1,76416,3,26.06,4
161,18/12/2016,9,4,15,32,4,20:30:00,26,20,449,1,276,4,9,30,1322087,740318,581769,93101,13,3,421,306,115,7.2,-0.2,7,4.1,2.9,2,1,80000,2,26.06,2
162,18/12/2016,4,12,15,8,4,13:00:00,33,13,451,0,269,0,4,8,1098702,548073,550629,66529,7,9,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,1,1,71608,2,26.06,2
163,5/12/2010,12,13,13,29,4,13:02:00,34,16,410,0,269,1,12,27,1122668,566362,556306,70575,10,6,388,240,148,9.3,1.7,10.9,3.1,7.9,2,2,81441,3,26.06,2
164,7/12/2003,23,20,14,34,4,13:02:00,20,7,288,0,220,3,22,32,1190530,628960,561570,78217,4,12,243,387,-144,-9,0.4,-8.6,-4.8,-3.7,1,1,82500,2,26.06,1
165,22/11/2012,24,20,12,21,5,20:31:00,49,19,475,1,405,5,22,20,1142324,632704,509620,79088,6,10,281,375,-94,-5.9,0,-5.9,-5.1,-0.9,1,1,82500,2,26.06,2
166,30/12/2001,33,21,16,8,4,13:03:00,41,38,409,1,452,2,31,8,1089472,550393,539079,68798,7,9,336,388,-52,-3.3,1.2,-2,2.4,-4.4,1,1,69143,3,26.06,2
167,18/12/2016,7,23,15,27,4,13:00:00,24,20,382,0,222,1,7,25,1088770,508071,580699,62096,6,9,325,315,10,0.6,0.4,1,-1.5,2.5,1,1,65515,1,26.06,2
168,29/12/2013,6,27,17,12,4,16:25:00,33,28,473,2,345,2,6,12,1057075,498864,558211,62708,8,8,445,478,-33,-2.1,-2.1,-4.1,3,-7.1,1,1,61500,3,26.06,2
169,9/12/2018,6,27,14,18,4,20:20:00,15,6,294,3,214,4,6,17,1045568,490750,554818,61695,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,2,1,61500,3,26.06,2
170,17/11/2013,22,28,11,29,4,16:25:00,23,20,387,3,196,1,21,27,1123230,583210,540020,73025,11,5,414,304,110,6.9,1.9,8.8,3.8,5,2,1,74295,2,26.06,2
171,26/12/2010,31,29,16,29,4,13:00:00,25,17,335,1,331,2,29,27,911195,423383,487812,52820,7,9,289,328,-39,-2.4,-4.2,-6.7,-6.3,-0.4,1,1,67277,2,26.06,2
172,19/11/2000,20,32,12,5,4,13:00:00,31,17,446,2,330,3,19,5,1029262,513322,515940,64208,11,5,397,371,26,1.6,0.3,1.9,4.3,-2.3,2,1,66200,1,26.06,2
173,20/11/2016,20,32,11,1,4,13:00:00,30,24,217,1,290,2,19,1,1084502,534289,550213,66808,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,1,1,66200,1,26.06,2
174,6/12/2007,34,8,14,6,5,20:16:00,24,16,345,1,356,2,32,6,1259463,704722,554741,82213,9,7,334,310,24,1.5,3,4.5,0.2,4.3,2,1,79000,3,26.6,2
175,9/11/2008,20,32,10,12,4,13:05:00,28,27,361,3,184,0,19,12,1023776,506136,517640,63845,10,6,379,333,46,2.9,1.2,4,1.1,2.9,2,1,66200,1,26.6,2
176,6/12/2009,27,1,13,25,4,13:02:00,27,24,396,0,401,1,25,23,1051386,507882,543504,61820,9,7,368,324,44,2.8,-1.1,1.7,1,0.7,1,1,68400,3,26.96,2
177,23/12/2001,16,3,15,28,4,13:00:00,20,17,323,2,329,0,16,26,1120677,617488,503189,76131,6,10,320,344,-24,-1.5,0.3,-1.2,-0.2,-1,1,1,76416,3,26.96,2
178,14/12/2003,16,3,15,11,4,13:00:00,45,17,521,0,334,2,16,11,1163872,627840,536032,77922,13,3,484,332,152,9.5,-1.2,8.3,9.2,-0.9,2,1,76416,3,26.96,2
179,30/11/2014,16,3,13,10,4,20:32:00,29,16,388,1,151,3,16,10,1127251,599743,527508,76894,9,7,353,281,72,4.5,1.2,5.7,0,5.7,1,1,76416,3,26.96,2
180,9/12/2018,16,3,14,3,4,13:00:00,27,24,442,1,321,1,16,3,1107376,607780,499596,74336,12,4,565,421,144,9,-0.1,8.9,12.6,-3.8,2,1,76416,3,26.96,2
181,15/12/2013,8,6,15,6,4,13:03:00,38,31,440,3,366,2,8,6,1122750,569939,552811,71513,4,12,308,406,-98,-6.1,-1.6,-7.7,-4.8,-2.9,1,1,67895,3,26.96,2
182,5/12/2010,11,9,13,6,4,13:03:00,24,20,311,1,302,0,11,6,977218,450286,526932,58119,6,10,362,369,-7,-0.4,2.3,1.9,2.4,-0.5,1,1,65000,2,26.96,2
183,16/12/2017,11,9,15,6,3,16:30:00,20,10,293,1,349,3,11,6,1046765,513100,533665,65872,9,7,410,376,34,2.1,0.6,2.7,5.2,-2.5,1,1,65000,2,26.96,2
184,7/12/2003,21,10,14,19,4,16:15:00,12,0,228,1,134,3,20,18,1127515,547488,580027,68436,14,2,348,238,110,6.9,0.1,6.9,2.1,4.9,2,2,65878,1,26.96,2
185,6/12/2010,21,10,13,24,2,20:40:00,45,3,405,0,301,3,20,22,1088753,550048,538705,68756,14,2,518,313,205,12.8,2.6,15.4,12.6,2.8,2,1,65878,1,26.96,2
186,3/12/2000,4,12,14,19,4,13:02:00,33,6,333,1,196,3,4,18,1098587,560695,537892,73002,8,8,315,350,-35,-2.2,2.2,0,0.5,-0.5,1,1,71608,2,26.96,2
187,30/12/2012,4,12,17,24,4,13:02:00,28,9,334,1,332,2,4,22,1033263,495423,537840,54533,6,10,344,435,-91,-5.7,-1,-6.7,-0.9,-5.8,1,1,71608,2,26.96,2
188,11/12/2016,4,12,14,27,4,13:00:00,27,20,460,3,275,1,4,25,1098702,548073,550629,69657,7,9,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,1,1,71608,2,26.96,2
189,22/12/2002,12,13,16,4,4,13:02:00,10,0,223,2,185,6,12,4,1046418,508788,537630,64106,12,4,398,328,70,4.4,-0.8,3.6,2.4,1.2,2,1,81441,3,26.96,2
190,28/12/2014,12,13,17,11,4,16:25:00,30,20,377,2,313,1,12,11,1148560,625114,523446,78408,12,4,486,348,138,8.6,-0.3,8.3,7.9,0.4,2,1,81441,3,26.96,2
191,11/12/2016,12,13,14,30,4,16:25:00,38,10,330,0,354,6,12,28,1169215,625727,543488,78057,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,2,1,81441,3,26.96,2
192,19/11/2017,12,13,11,3,4,13:00:00,23,0,219,1,265,5,12,3,1183556,624742,558814,77945,7,9,320,384,-64,-4,2.1,-1.9,-0.3,-1.6,1,1,81441,3,26.96,2
193,7/12/2008,3,18,14,34,4,20:23:00,24,10,281,2,254,3,3,32,1115465,570152,545313,71438,11,5,385,244,141,8.8,1,9.8,4.2,5.6,2,1,71008,1,26.96,2
194,17/11/2014,33,21,11,27,2,20:30:00,27,24,386,1,312,1,31,25,1096866,553144,543722,69143,2,14,254,438,-184,-11.5,-0.3,-11.8,-7,-4.9,1,1,69143,3,26.96,2
195,8/12/2013,7,23,14,14,4,13:02:00,42,28,430,0,389,0,7,14,1001806,506377,495429,62507,11,5,430,305,125,7.8,-2.5,5.4,2.3,3,2,1,65515,1,26.96,2
196,11/12/2008,6,27,15,22,5,20:14:00,27,24,226,3,345,2,6,21,1028406,496276,532130,61692,9,7,375,350,25,1.6,0.5,2.1,1.1,1,1,1,61500,3,26.96,2
197,19/11/2000,22,28,12,25,4,13:02:00,31,22,293,1,333,1,21,23,980803,504315,476488,64900,10,6,354,305,49,3.1,-2.2,0.9,-1.2,2.1,2,1,74295,2,26.96,2
198,29/10/2017,22,28,8,6,4,13:00:00,20,12,387,2,307,1,21,6,1146046,585113,560933,73192,11,5,448,326,122,7.6,1.5,9.2,7,2.2,2,1,74295,2,26.96,2
199,20/11/2000,31,29,12,34,2,21:08:00,33,20,400,1,394,3,29,32,1081368,528402,552966,66087,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,2,1,67277,2,26.96,4
200,4/12/2005,31,29,13,34,4,16:05:00,24,9,407,0,191,2,29,32,1036861,523685,513176,65701,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,1,1,67277,2,26.96,2
201,20/12/2009,31,29,15,13,4,13:00:00,16,13,419,2,237,2,29,13,943627,441901,501726,46256,1,15,175,436,-261,-16.3,-1.1,-17.4,-11.7,-5.8,1,1,67277,2,26.96,2
202,21/12/2002,20,32,16,19,3,13:30:00,20,17,368,3,239,2,19,18,1045728,512517,533211,64285,6,10,390,442,-52,-3.3,0.2,-3,3.1,-6.1,1,1,66200,1,26.96,2
203,19/11/2017,20,32,11,18,4,13:00:00,24,7,451,0,254,1,19,17,1099905,533769,566136,66809,13,3,382,252,130,8.1,1,9.1,2.3,6.8,2,1,66200,1,26.96,5
204,23/11/2003,16,3,12,25,4,16:15:00,27,24,384,0,379,0,16,23,1163872,627840,536032,78889,13,3,484,332,152,9.5,-1.2,8.3,9.2,-0.9,2,1,76416,3,28.04,2
205,4/12/2005,16,3,13,10,4,16:15:00,31,27,421,3,388,2,16,10,1180710,623325,557385,78261,10,6,403,325,78,4.9,2.1,7,5.1,1.9,1,1,76416,3,28.04,2
206,11/12/2016,8,6,14,7,4,13:00:00,23,10,360,0,254,1,8,7,1044825,514489,530336,60028,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,1,1,67895,3,28.04,2
207,4/12/2005,11,9,13,20,4,13:02:00,21,16,345,0,223,1,11,19,1016559,492580,523979,61375,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,1,1,65000,2,28.04,2
208,9/12/2007,11,9,14,9,4,13:03:00,28,27,368,1,390,0,11,9,1035791,490436,545355,62759,7,9,346,444,-98,-6.1,2.6,-3.6,1.4,-5,1,1,65000,2,28.04,2
209,11/12/2016,11,9,14,6,4,13:00:00,20,17,323,2,296,0,11,6,1075305,486342,588963,61726,9,7,346,358,-12,-0.8,-0.6,-1.4,-1.3,-0.1,2,1,65000,2,28.04,2
210,24/12/2011,4,12,16,10,3,13:02:00,40,14,351,0,285,3,4,10,1032609,490443,542166,45112,6,10,372,434,-62,-3.9,0.5,-3.4,1.2,-4.5,1,1,71608,2,28.04,2
211,10/12/2017,4,12,14,14,4,13:00:00,13,7,319,2,227,0,4,14,1040917,534200,506717,60222,9,7,302,359,-57,-3.6,-0.5,-4,-3,-1,2,1,71608,2,28.04,2
212,9/12/2018,4,12,14,24,4,13:00:00,27,23,248,2,368,3,4,22,1072899,519695,553204,59119,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,1,1,71608,2,28.04,2
213,12/12/2004,12,13,14,11,4,16:15:00,16,13,301,0,228,0,12,11,1112569,564400,548169,70497,10,6,424,380,44,2.8,-2.4,0.3,4.3,-4,2,1,81441,3,28.04,2
214,16/11/2014,12,13,11,26,4,16:25:00,53,20,475,0,429,4,12,24,1148560,625114,523446,78270,12,4,486,348,138,8.6,-0.3,8.3,7.9,0.4,2,1,81441,3,28.04,2
215,30/11/2014,12,13,13,21,4,16:25:00,26,21,478,0,320,0,12,20,1148560,625114,523446,78431,12,4,486,348,138,8.6,-0.3,8.3,7.9,0.4,2,1,81441,3,28.04,2
216,8/12/2013,26,15,14,11,4,13:02:00,34,20,478,1,231,3,24,11,1141155,553152,588003,69144,10,6,442,382,60,3.8,-1.9,1.9,2.3,-0.5,2,1,67594,3,28.04,2
217,23/12/2007,14,16,16,13,4,13:02:00,38,15,458,1,299,3,14,13,1009598,458437,551161,57262,13,3,450,262,188,11.8,0.3,12,6.6,5.4,2,1,67000,1,28.04,2
218,27/12/2009,14,16,16,24,4,16:16:00,29,15,293,0,286,2,14,22,1066479,532398,534081,67222,14,2,416,307,109,6.8,-0.9,5.9,4.4,1.5,2,1,67000,1,28.04,2
219,18/12/2011,23,20,15,34,4,13:02:00,23,10,300,2,324,3,22,32,1232157,635800,596357,78861,9,7,394,400,-6,-0.4,2,1.6,3.1,-1.5,2,2,82500,2,28.04,2
220,19/12/2010,7,23,15,8,4,13:02:00,19,17,397,0,278,0,7,8,1033852,482917,550935,56342,4,12,322,395,-73,-4.6,3.1,-1.4,0.4,-1.9,1,1,65515,1,28.04,2
221,26/12/2010,7,23,16,28,4,16:05:00,34,20,371,1,313,2,7,26,1033852,482917,550935,54194,4,12,322,395,-73,-4.6,3.1,-1.4,0.4,-1.9,1,1,65515,1,28.04,2
222,18/12/2016,10,7,15,21,4,16:25:00,16,3,313,0,309,3,10,20,1133943,614193,519750,76893,9,7,333,297,36,2.3,1.8,4,-2,6.1,1,1,76125,3,28.4,2
223,3/12/2000,6,27,14,12,4,20:35:00,28,6,304,0,330,2,6,12,1080684,535552,545132,66944,5,11,216,355,-139,-8.7,2.4,-6.3,-6.4,0.1,1,1,61500,3,28.4,2
224,19/11/2000,27,1,12,15,4,20:35:00,34,24,417,2,302,5,25,15,987037,440426,546611,50925,9,7,321,255,66,4.1,-0.2,3.9,0.6,3.3,1,1,68400,3,28.94,2
225,3/12/2000,27,1,14,25,4,13:01:00,21,20,311,1,390,2,25,23,987037,440426,546611,55811,9,7,321,255,66,4.1,-0.2,3.9,0.6,3.3,1,1,68400,3,28.94,2
226,4/12/2005,27,1,13,7,4,13:02:00,38,31,324,0,474,4,25,7,1048739,507434,541305,63044,11,5,389,258,131,8.2,-0.4,7.8,3.8,4,2,2,68400,3,28.94,2
227,10/12/2000,16,3,15,5,4,13:00:00,15,14,453,4,257,1,16,5,1115272,631365,483907,77481,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,1,1,76416,3,28.94,2
228,4/12/2005,8,6,13,15,4,13:03:00,20,14,237,1,303,0,8,15,1081072,578330,502742,70941,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,1,1,67895,3,28.94,2
229,10/12/2017,8,6,14,12,4,13:00:00,27,21,341,0,345,2,8,12,968007,511060,456947,67431,0,16,234,410,-176,-11,0,-11,-6.8,-4.1,1,1,67895,3,28.94,2
230,9/12/2018,8,6,14,5,4,13:00:00,26,20,348,2,393,1,8,5,1045441,526122,519319,59392,7,8,359,392,-33,-2.1,1.7,-0.3,-1,0.6,1,1,67895,3,28.94,2
231,19/12/2016,34,8,15,5,2,20:30:00,26,15,438,0,335,3,32,5,1206654,626432,580222,76689,8,7,396,383,13,0.8,1.2,2,3.3,-1.3,1,1,79000,3,28.94,2
232,23/11/2000,11,9,13,21,5,12:36:00,34,9,299,1,215,2,11,20,1140926,607076,533850,77923,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,1,1,65000,2,28.94,2
233,24/12/2000,21,10,17,19,4,13:02:00,27,24,310,0,348,3,20,18,1030594,482336,548258,60292,5,11,276,338,-62,-3.9,1.4,-2.5,-2.7,0.2,1,1,65878,1,28.94,2
234,5/11/2006,21,10,9,14,4,20:20:00,27,20,354,2,349,5,20,14,1110770,550048,560722,68756,12,4,385,237,148,9.3,1,10.2,4.3,5.9,2,1,65878,1,28.94,2
235,7/12/2003,4,12,14,24,4,16:15:00,17,6,256,2,215,1,4,22,1152118,584122,567996,72791,6,10,243,279,-36,-2.3,1.3,-1,-5,4,1,1,71608,2,28.94,2
236,11/12/2005,4,12,14,21,4,13:02:00,35,7,494,2,183,3,4,20,1090208,575248,514960,71810,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,1,1,71608,2,28.94,2
237,17/12/2005,4,12,15,10,3,20:36:00,28,17,437,1,272,0,4,10,1090208,575248,514960,71887,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,1,1,71608,2,28.94,2
238,20/12/2009,4,12,15,21,4,13:02:00,17,10,224,1,241,1,4,20,1080744,542465,538279,70000,6,10,258,326,-68,-4.3,2.4,-1.8,-4.5,2.7,1,1,71608,2,28.94,2
239,2/12/2007,26,15,13,30,4,13:02:00,28,24,311,2,363,4,24,28,1127787,545357,582430,68445,8,8,336,300,36,2.3,3,5.3,0.1,5.1,1,1,67594,3,28.94,4
240,4/12/2005,14,16,13,33,4,13:02:00,35,3,292,1,260,1,14,31,1005498,457373,548125,57228,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,2,1,67000,1,28.94,4
241,21/12/2008,30,17,16,24,4,16:06:00,13,3,295,2,265,2,28,22,1075115,543965,531150,68181,4,12,294,392,-98,-6.1,-1.5,-7.6,-4.9,-2.8,1,1,68740,2,28.94,2
242,19/12/2005,3,18,15,12,2,21:07:00,48,3,435,0,288,5,3,12,1097015,563076,533939,70604,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,1,1,71008,1,28.94,2
243,8/12/2013,3,18,14,20,4,13:03:00,29,26,325,3,379,1,3,19,1106022,569084,536938,70921,8,8,320,352,-32,-2,-1.5,-3.5,-5,1.4,1,1,71008,1,28.94,2
244,20/10/2013,24,20,7,21,4,13:03:00,30,27,383,1,295,1,22,20,1169108,615656,553452,76957,8,8,290,387,-97,-6.1,0,-6.1,-4.7,-1.4,1,1,82500,2,28.94,2
245,24/11/2013,23,20,12,9,4,16:25:00,24,21,311,1,356,1,22,9,1209532,641184,568348,80499,7,9,294,383,-89,-5.6,0.2,-5.4,-6.2,0.8,1,1,82500,2,28.94,2
246,11/12/2016,23,20,14,9,4,20:30:00,10,7,260,3,260,3,22,9,1217320,630315,587005,80874,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,2,1,82500,2,28.94,2
247,25/12/2000,33,21,17,9,2,21:10:00,31,0,374,4,95,5,31,9,1091274,547524,543750,68498,13,3,346,191,155,9.7,-1.3,8.3,1.5,6.8,2,1,69143,3,28.94,2
248,25/12/2004,33,21,16,10,3,20:35:00,37,16,496,2,153,2,31,10,1051732,551210,500522,68809,5,11,344,439,-95,-5.9,1.5,-4.4,0.3,-4.6,1,1,69143,3,28.94,2
249,21/12/2008,33,21,16,27,4,13:02:00,31,14,322,0,374,4,31,25,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,28.94,2
250,1/12/2002,7,23,13,3,4,13:02:00,27,23,247,0,381,2,7,3,934265,422235,512030,44878,2,14,279,456,-177,-11.1,0.6,-10.5,-3.6,-6.9,1,1,65515,1,28.94,2
251,14/12/2003,31,29,15,30,4,13:02:00,27,22,316,1,366,1,29,28,1041463,528456,513007,66152,12,4,447,328,119,7.4,-1.6,5.9,6,-0.2,2,1,67277,2,28.94,2
252,1/12/2013,20,32,13,6,4,13:05:00,23,20,496,1,480,1,19,6,1099551,531653,567898,64134,5,10,391,480,-89,-5.6,-1.1,-6.6,0.2,-6.9,1,1,66200,1,28.94,2
253,23/11/2017,34,8,12,23,5,20:30:00,20,10,323,1,170,1,32,22,1137639,601405,536234,73210,7,9,342,388,-46,-2.9,1.6,-1.3,0.5,-1.8,1,1,79000,3,29.66,2
254,8/12/2013,34,8,14,16,4,13:03:00,45,10,346,1,257,2,32,16,1200007,617767,582240,56247,3,13,334,478,-144,-9,-0.3,-9.3,-3.9,-5.4,1,1,79000,3,29.84,2
255,7/12/2003,27,1,14,25,4,13:01:00,27,7,399,2,161,3,25,23,1052513,477584,574929,53079,6,10,300,327,-27,-1.7,0.6,-1.1,-2.5,1.4,1,1,68400,3,30.02,2
256,20/12/2009,27,1,15,12,4,16:15:00,37,36,537,0,436,0,25,12,1051386,507882,543504,57452,9,7,368,324,44,2.8,-1.1,1.7,1,0.7,1,1,68400,3,30.02,2
257,15/12/2019,27,1,15,4,4,20:20:00,17,10,261,2,229,5,25,4,986590,497896,488694,64694,8,8,289,303,-14,-0.9,1.2,0.3,-4.3,4.6,1,1,68400,3,30.02,2
258,28/11/2002,11,9,13,21,5,12:38:00,20,12,349,1,292,3,11,20,994267,489742,504525,62109,3,13,306,451,-145,-9.1,-0.1,-9.2,-2.5,-6.7,1,1,65000,2,30.02,2
259,22/11/2015,11,9,11,25,4,13:02:00,18,13,375,0,216,0,11,23,1025745,490782,534963,60202,7,9,358,400,-42,-2.6,2.4,-0.2,1,-1.3,1,1,65000,2,30.02,4
260,15/12/2019,11,9,15,32,4,13:00:00,38,17,495,1,295,3,11,30,1011888,490737,521151,56515,3,12,341,423,-82,-5.1,-0.1,-5.2,-1.2,-4,1,1,65000,2,30.02,2
261,4/12/2005,21,10,13,24,4,16:15:00,16,3,397,0,164,1,20,22,1136903,550048,586855,68756,10,6,379,338,41,2.6,0.6,3.1,3.7,-0.5,2,1,65878,1,30.02,2
262,30/12/2012,21,10,17,19,4,16:25:00,28,0,443,0,256,2,20,18,1134734,550044,584690,68756,12,4,557,331,226,14.1,-1.4,12.8,12.2,0.5,2,1,65878,1,30.02,2
263,23/11/2015,21,10,11,4,2,20:30:00,20,13,356,1,319,1,20,4,1136287,534632,601655,66829,12,4,465,315,150,9.4,-2.4,7,5.3,1.7,2,1,65878,1,30.02,2
264,19/11/2000,12,13,12,14,4,13:02:00,26,24,432,1,338,2,12,14,1049602,478747,570855,59869,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,1,1,81441,3,30.02,2
265,4/11/2002,12,13,9,19,2,21:08:00,24,10,270,1,306,4,12,18,1046418,508788,537630,63284,12,4,398,328,70,4.4,-0.8,3.6,2.4,1.2,2,1,81441,3,30.02,2
266,29/11/2004,12,13,12,31,2,21:09:00,45,17,446,0,452,3,12,29,1112569,564400,548169,70385,10,6,424,380,44,2.8,-2.4,0.3,4.3,-4,2,1,81441,3,30.02,2
267,30/12/2001,26,15,16,23,4,16:06:00,24,21,361,2,420,1,24,22,1061162,527193,533969,65885,11,5,343,208,135,8.4,-0.7,7.7,0.9,6.8,2,1,67594,3,30.02,2
268,7/12/2003,26,15,14,9,4,13:03:00,36,10,403,0,225,2,24,9,1124063,544349,579714,69773,12,4,374,287,87,5.4,-1,4.4,2.9,1.5,2,1,67594,3,30.02,2
269,25/12/2017,26,15,16,25,2,20:30:00,19,10,216,2,274,5,24,23,1117141,556768,560373,69596,13,3,457,295,162,10.1,-0.7,9.4,7,2.5,2,2,67594,3,30.02,2
270,23/12/2001,14,16,15,24,4,20:30:00,29,28,451,2,393,2,14,22,1006986,450746,556240,56302,6,10,413,486,-73,-4.6,0.8,-3.8,6.1,-9.8,1,1,67000,1,30.02,2
271,16/11/2014,14,16,11,21,4,20:31:00,42,20,503,2,322,1,14,20,1101258,523004,578254,66751,11,5,458,369,89,5.6,-1.1,4.4,5.2,-0.8,2,1,67000,1,30.02,2
272,7/12/2008,33,21,14,8,4,13:04:00,28,9,390,3,178,1,31,8,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,30.02,2
273,26/12/2010,6,27,16,24,4,13:02:00,38,34,322,1,393,2,6,22,1022863,497561,525302,62310,11,5,334,286,48,3,1.1,4.1,-0.6,4.7,2,1,61500,3,30.02,2
274,18/11/2018,6,27,11,20,4,20:20:00,25,20,308,3,268,3,6,19,1045568,490750,554818,61651,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,2,1,61500,3,30.02,2
