"","x"
"4138",73349
"4139",64841
"4140",70297
"4141",74113
"4142",73690
"4143",78653
"4144",69999
"4145",66822
"4146",73828
"4147",62051
"4148",62099
"4149",59790
"4150",64096
"4151",62235
"4152",62188
"4153",62124
"4154",71040
"4155",61994
"4156",63722
"4157",61736
"4158",61692
"4159",62151
"4160",70838
"4161",70978
"4162",64540
"4163",79276
"4164",65541
"4165",62655
"4166",78161
"4167",65860
"4168",70112
"4169",64238
"4170",64633
"4171",59854
"4172",63871
"4173",66402
"4174",63996
"4175",72361
"4176",63984
"4177",73012
"4178",73048
"4179",71104
"4180",65541
"4181",73102
"4182",90487
"4183",64775
"4184",73078
"4185",73141
"4186",71645
"4187",72077
"4188",72411
"4189",69143
"4190",69144
"4191",72361
"4192",63553
"4193",73012
"4194",63472
"4195",71113
"4196",63462
"4197",62655
"4198",64389
"4199",62035
"4200",63254
"4201",78826
"4202",90830
"4203",63272
"4204",63253
"4205",60594
"4206",63776
"4207",63800
"4208",69144
"4209",62762
"4210",75915
"4211",75713
"4212",74623
"4213",75480
"4214",75674
"4215",68756
"4216",75499
"4217",73141
"4218",54644
"4219",76067
"4220",78809
"4221",75187
"4222",73690
"4223",74539
"4224",69131
"4225",62310
"4226",60285
"4227",67249
"4228",59790
"4229",62867
"4230",70081
"4231",54312
"4232",62188
"4233",52631
"4234",73349
"4235",49096
"4236",60112
"4237",50444
"4238",66281
"4239",49309
"4240",70141
"4241",71004
"4242",60285
"4243",71113
"4244",64122
"4245",70610
"4246",68302
"4247",71010
"4248",69143
"4249",63845
"4250",71040
"4251",70668
"4252",70297
"4253",70245
"4254",65457
"4255",62151
"4256",70141
"4257",64001
"4258",69143
"4259",64061
"4260",70118
"4261",70023
"4262",70081
"4263",70112
"4264",62839
"4265",70552
"4266",66201
"4267",72077
"4268",70809
"4269",70245
"4270",70831
"4271",43687
"4272",70838
"4273",66822
"4274",63585
"4275",65938
"4276",70118
"4277",66153
"4278",71010
"4279",69143
"4280",66508
"4281",64043
"4282",66201
"4283",68428
"4284",72411
"4285",66402
"4286",66281
"4287",65648
"4288",66721
"4289",69143
"4290",65167
"4291",65938
"4292",64061
"4293",65908
"4294",75674
"4295",64775
"4296",64238
"4297",52631
"4298",65258
"4299",65064
"4300",70809
"4301",61736
"4302",65457
"4303",65648
"4304",71366
"4305",68756
"4306",74480
"4307",62434
"4308",74623
"4309",72319
"4310",74200
"4311",78037
"4312",74045
"4313",67510
"4314",74159
"4315",73584
"4316",61379
"4317",75187
"4318",73842
"4319",73689
"4320",63984
"4321",65859
"4322",63445
"4323",68756
"4324",65063
"4325",70023
"4326",64972
"4327",65011
"4328",75499
"4329",64862
"4330",65113
"4331",67146
"4332",61046
"4333",52134
"4334",65893
"4335",73689
"4336",79454
"4337",71004
"4338",63585
"4339",62628
"4340",69143
"4341",70015
"4342",62867
"4343",62235
"4344",62839
"4345",63845
"4346",65278
"4347",65064
"4348",63722
"4349",50444
"4350",64457
"4351",62889
"4352",63761
"4353",68756
"4354",78554
"4355",68756
"4356",67650
"4357",68704
"4358",68756
"4359",68756
"4360",66508
"4361",68756
"4362",68756
"4363",67146
"4364",68756
"4365",68077
"4366",62179
"4367",68756
"4368",71282
"4369",69881
"4370",88246
"4371",75713
"4372",70008
"4373",70015
"4374",70068
"4375",73687
"4376",83226
"4377",64826
"4378",74159
"4379",70668
"4380",64430
"4381",70011
"4382",61692
"4383",49309
"4384",69999
"4385",79742
"4386",61377
"4387",79276
"4388",79529
"4389",73102
"4390",78676
"4391",64991
"4392",78826
"4393",69144
"4394",78849
"4395",64541
"4396",85912
"4397",79003
"4398",63776
"4399",78653
"4400",63761
"4401",65859
"4402",78554
"4403",68922
"4404",78222
"4405",78161
"4406",61901
"4407",78037
"4408",71827
"4409",78073
"4410",68756
"4411",69143
"4412",78809
"4413",67782
"4414",78548
"4415",68181
"4416",79454
"4417",62762
"4418",74480
"4419",71297
"4420",61808
"4421",70068
"4422",61901
"4423",71254
"4424",61196
"4425",47888
"4426",65113
"4427",76067
"4428",61379
"4429",68097
"4430",62179
"4431",43687
"4432",64847
"4433",69144
"4434",63472
"4435",69144
"4436",62099
"4437",69144
"4438",67640
"4439",69144
"4440",68055
"4441",69144
"4442",64633
"4443",71379
"4444",69144
"4445",79003
"4446",69144
"4447",82412
"4448",69144
"4449",64001
"4450",73048
"4451",69144
"4452",64038
"4453",65908
"4454",65860
"4455",64991
"4456",90512
"4457",64043
"4458",62051
"4459",59854
"4460",68756
"4461",60594
"4462",71502
"4463",69143
"4464",63553
"4465",67115
"4466",75915
"4467",68922
"4468",61808
"4469",65063
"4470",68704
"4471",71602
"4472",83226
"4473",67510
"4474",62051
"4475",68428
"4476",67200
"4477",68097
"4478",73842
"4479",64778
"4480",69131
"4481",67186
"4482",67951
"4483",67249
"4484",70008
"4485",67650
"4486",67640
"4487",78676
"4488",67504
"4489",64519
"4490",67573
"4491",63272
"4492",70988
"4493",67782
"4494",65893
"4495",54948
"4496",67519
"4497",71194
"4498",67951
"4499",68012
"4500",79529
"4501",68302
"4502",64811
"4503",67504
"4504",68055
"4505",64862
"4506",67616
"4507",67771
"4508",63253
"4509",68077
"4510",56123
"4511",68181
"4512",63874
"4513",69144
"4514",61377
"4515",68012
"4516",61017
"4517",90376
"4518",62035
"4519",68756
"4520",61303
"4521",78073
"4522",67573
"4523",61994
"4524",61046
"4525",63720
"4526",56123
"4527",54948
"4528",64617
"4529",69881
"4530",63611
"4531",62051
"4532",64122
"4533",75480
"4534",64211
"4535",64811
"4536",63254
"4537",74045
"4538",65278
"4539",49096
"4540",64430
"4541",74113
"4542",65045
"4543",64778
"4544",64847
"4545",69143
"4546",64540
"4547",69143
"4548",69143
"4549",71131
"4550",74200
"4551",69143
"4552",69143
"4553",62124
"4554",65258
"4555",69143
"4556",60112
"4557",69143
"4558",70831
"4559",69143
"4560",66721
"4561",79742
"4562",88246
"4563",90060
"4564",63462
"4565",69144
"4566",90376
"4567",90487
"4568",54312
"4569",90512
"4570",90830
"4571",67771
"4572",85912
"4573",71438
"4574",63996
"4575",82412
"4576",67519
"4577",61981
"4578",46520
"4579",62692
"4580",61819
"4581",67588
"4582",78299
"4583",62031
"4584",62309
"4585",62278
"4586",59839
"4587",69143
"4588",64121
"4589",69732
"4590",40577
"4591",62624
"4592",67597
"4593",67606
"4594",67313
"4595",68756
"4596",69732
"4597",68082
"4598",81521
"4599",70088
"4600",67982
"4601",73239
"4602",78491
"4603",67029
"4604",69560
"4605",68930
"4606",76866
"4607",68887
"4608",62578
"4609",71099
"4610",66882
"4611",70950
"4612",68756
"4613",71161
"4614",63689
"4615",71132
"4616",64313
"4617",69023
"4618",71320
"4619",71314
"4620",70286
"4621",70673
"4622",71011
"4623",64068
"4624",38400
"4625",68756
"4626",70318
"4627",70261
"4628",65523
"4629",70526
"4630",76048
"4631",73497
"4632",69790
"4633",69143
"4634",47757
"4635",70155
"4636",51567
"4637",68668
"4638",70000
"4639",68887
"4640",69848
"4641",73599
"4642",67313
"4643",90588
"4644",73487
"4645",62422
"4646",73497
"4647",62031
"4648",70011
"4649",73239
"4650",73475
"4651",76381
"4652",72455
"4653",68756
"4654",73515
"4655",78809
"4656",73047
"4657",70920
"4658",62231
"4659",67938
"4660",62192
"4661",68082
"4662",64900
"4663",62262
"4664",62309
"4665",69732
"4666",62421
"4667",63854
"4668",61892
"4669",62214
"4670",71011
"4671",62479
"4672",56677
"4673",62831
"4674",70678
"4675",64538
"4676",69844
"4677",71161
"4678",64019
"4679",64900
"4680",64313
"4681",65392
"4682",34112
"4683",64553
"4684",62545
"4685",63854
"4686",68889
"4687",64333
"4688",79106
"4689",70560
"4690",73931
"4691",70950
"4692",69844
"4693",70526
"4694",64398
"4695",69797
"4696",62262
"4697",69023
"4698",43170
"4699",64553
"4700",67978
"4701",69009
"4702",53315
"4703",67964
"4704",66935
"4705",63806
"4706",105121
"4707",90588
"4708",76440
"4709",71214
"4710",81521
"4711",80886
"4712",69144
"4713",70894
"4714",85277
"4715",83489
"4716",79244
"4717",90552
"4718",70213
"4719",88221
"4720",100621
"4721",62831
"4722",73931
"4723",45602
"4724",76440
"4725",76011
"4726",68615
"4727",71132
"4728",76716
"4729",85247
"4730",74707
"4731",74896
"4732",68912
"4733",67248
"4734",74502
"4735",69144
"4736",73725
"4737",69719
"4738",56269
"4739",40896
"4740",62192
"4741",59333
"4742",70801
"4743",40857
"4744",67003
"4745",63854
"4746",43170
"4747",57383
"4748",62545
"4749",70673
"4750",40577
"4751",69732
"4752",56677
"4753",70920
"4754",70678
"4755",60234
"4756",63846
"4757",70801
"4758",69797
"4759",71213
"4760",62994
"4761",70894
"4762",70445
"4763",57383
"4764",70286
"4765",62214
"4766",57452
"4767",70429
"4768",67597
"4769",70118
"4770",69143
"4771",70083
"4772",70291
"4773",61819
"4774",64019
"4775",70820
"4776",69790
"4777",66033
"4778",71153
"4779",70990
"4780",42079
"4781",70380
"4782",46256
"4783",65847
"4784",71029
"4785",65757
"4786",66227
"4787",62692
"4788",66112
"4789",69143
"4790",60108
"4791",66229
"4792",66033
"4793",67476
"4794",71320
"4795",70990
"4796",66321
"4797",67248
"4798",63753
"4799",67222
"4800",69848
"4801",65757
"4802",46520
"4803",70083
"4804",49014
"4805",67228
"4806",42088
"4807",69143
"4808",45546
"4809",76313
"4810",47757
"4811",69732
"4812",42079
"4813",60457
"4814",63753
"4815",68756
"4816",66935
"4817",71099
"4818",69169
"4819",69144
"4820",69238
"4821",71214
"4822",79572
"4823",69337
"4824",45546
"4825",40720
"4826",70261
"4827",65280
"4828",68912
"4829",68668
"4830",53315
"4831",64333
"4832",73725
"4833",67606
"4834",66227
"4835",67230
"4836",65523
"4837",69767
"4838",66689
"4839",77531
"4840",68756
"4841",66085
"4842",73475
"4843",70155
"4844",70102
"4845",60457
"4846",69143
"4847",65847
"4848",70102
"4849",70560
"4850",56269
"4851",63398
"4852",63846
"4853",60166
"4854",63689
"4855",65597
"4856",71213
"4857",63854
"4858",63854
"4859",63854
"4860",64121
"4861",63854
"4862",73515
"4863",62479
"4864",63854
"4865",68756
"4866",78312
"4867",68756
"4868",68756
"4869",76011
"4870",68756
"4871",84254
"4872",68756
"4873",67476
"4874",68756
"4875",70768
"4876",70102
"4877",68756
"4878",70000
"4879",68756
"4880",71029
"4881",69719
"4882",69144
"4883",70261
"4884",70009
"4885",70011
"4886",66689
"4887",70088
"4888",70011
"4889",59858
"4890",62720
"4891",70768
"4892",84520
"4893",68930
"4894",70213
"4895",70021
"4896",73047
"4897",78206
"4898",105121
"4899",63689
"4900",69238
"4901",79012
"4902",70011
"4903",78299
"4904",69144
"4905",78774
"4906",78491
"4907",74896
"4908",79244
"4909",78780
"4910",78359
"4911",78809
"4912",63854
"4913",70118
"4914",78312
"4915",75863
"4916",70009
"4917",69767
"4918",76048
"4919",39354
"4920",77531
"4921",76313
"4922",68756
"4923",76381
"4924",51567
"4925",62731
"4926",76866
"4927",67222
"4928",79106
"4929",61940
"4930",69169
"4931",45602
"4932",70291
"4933",79012
"4934",49642
"4935",39354
"4936",67016
"4937",40720
"4938",34112
"4939",83489
"4940",61820
"4941",44506
"4942",74502
"4943",67964
"4944",38400
"4945",73599
"4946",69144
"4947",69144
"4948",69144
"4949",49642
"4950",88241
"4951",69144
"4952",69144
"4953",68879
"4954",62421
"4955",69144
"4956",69560
"4957",78780
"4958",69144
"4959",69144
"4960",100621
"4961",65110
"4962",62231
"4963",64538
"4964",64045
"4965",59333
"4966",64398
"4967",65597
"4968",76716
"4969",65392
"4970",70261
"4971",71314
"4972",61820
"4973",69009
"4974",57452
"4975",64068
"4976",70102
"4977",61940
"4978",66882
"4979",67230
"4980",64045
"4981",68615
"4982",69337
"4983",67016
"4984",78774
"4985",68879
"4986",74707
"4987",65280
"4988",67978
"4989",90552
"4990",68889
"4991",69143
"4992",67554
"4993",61981
"4994",69732
"4995",63398
"4996",69732
"4997",69732
"4998",70820
"4999",66229
"5000",69732
"5001",69732
"5002",70445
"5003",69732
"5004",67761
"5005",69732
"5006",69144
"5007",69732
"5008",47965
"5009",67610
"5010",69732
"5011",67938
"5012",66112
"5013",67228
"5014",67588
"5015",80886
"5016",67003
"5017",62278
"5018",63854
"5019",47475
"5020",67761
"5021",70380
"5022",67011
"5023",70429
"5024",67002
"5025",67610
"5026",87780
"5027",60234
"5028",69732
"5029",60166
"5030",42088
"5031",60108
"5032",40857
"5033",59858
"5034",59839
"5035",47475
"5036",61892
"5037",69143
"5038",46256
"5039",62624
"5040",47965
"5041",63806
"5042",70318
"5043",63689
"5044",86412
"5045",69144
"5046",62422
"5047",84254
"5048",62994
"5049",66085
"5050",62720
"5051",67029
"5052",72455
"5053",62731
"5054",67011
"5055",70021
"5056",62578
"5057",65110
"5058",69143
"5059",75863
"5060",49014
"5061",69143
"5062",68756
"5063",69143
"5064",69732
"5065",69143
"5066",71153
"5067",69143
"5068",66321
"5069",69143
"5070",69143
"5071",69143
"5072",67002
"5073",78206
"5074",87780
"5075",40896
"5076",86412
"5077",73487
"5078",79572
"5079",88241
"5080",67982
"5081",85247
"5082",85277
"5083",69144
"5084",84520
"5085",44506
"5086",78359
"5087",88221
"5088",67554
"5089",52440
"5090",66824
"5091",62439
"5092",62189
"5093",62621
"5094",67132
"5095",61857
"5096",64120
"5097",61904
"5098",66247
"5099",62308
"5100",61874
"5101",62223
"5102",71849
"5103",66971
"5104",69732
"5105",63609
"5106",66824
"5107",70051
"5108",66874
"5109",65290
"5110",69144
"5111",67665
"5112",67266
"5113",68474
"5114",53005
"5115",68204
"5116",53955
"5117",71235
"5118",67101
"5119",70144
"5120",67349
"5121",78127
"5122",64071
"5123",71119
"5124",64729
"5125",71246
"5126",68756
"5127",71220
"5128",71305
"5129",68474
"5130",73021
"5131",70989
"5132",71418
"5133",71413
"5134",71432
"5135",65028
"5136",71088
"5137",69295
"5138",70741
"5139",68756
"5140",69262
"5141",58304
"5142",71220
"5143",66625
"5144",50746
"5145",56721
"5146",55654
"5147",69642
"5148",64012
"5149",50861
"5150",65511
"5151",68281
"5152",79019
"5153",77245
"5154",72577
"5155",72887
"5156",70016
"5157",73464
"5158",72741
"5159",52281
"5160",73191
"5161",44264
"5162",73021
"5163",64463
"5164",66577
"5165",71235
"5166",71849
"5167",61748
"5168",67349
"5169",62080
"5170",85168
"5171",62179
"5172",77716
"5173",73464
"5174",62137
"5175",62155
"5176",50746
"5177",62206
"5178",68752
"5179",62147
"5180",58119
"5181",62347
"5182",40504
"5183",62310
"5184",70833
"5185",68756
"5186",64071
"5187",72887
"5188",66731
"5189",63888
"5190",67665
"5191",63179
"5192",65626
"5193",67404
"5194",55654
"5195",78903
"5196",59963
"5197",57501
"5198",56342
"5199",54194
"5200",71088
"5201",47211
"5202",65377
"5203",71119
"5204",66731
"5205",65290
"5206",65168
"5207",70077
"5208",66292
"5209",67449
"5210",62254
"5211",64463
"5212",65942
"5213",50861
"5214",56342
"5215",65028
"5216",68303
"5217",90670
"5218",85168
"5219",71456
"5220",90616
"5221",64120
"5222",91375
"5223",81395
"5224",70913
"5225",80851
"5226",81261
"5227",93985
"5228",67471
"5229",85673
"5230",86904
"5231",66971
"5232",69144
"5233",63636
"5234",75130
"5235",76401
"5236",69143
"5237",71246
"5238",75982
"5239",75835
"5240",83941
"5241",75334
"5242",68482
"5243",72736
"5244",67267
"5245",62223
"5246",44246
"5247",73691
"5248",74155
"5249",62080
"5250",56688
"5251",63377
"5252",70729
"5253",55714
"5254",78341
"5255",46329
"5256",57799
"5257",56721
"5258",81261
"5259",60965
"5260",58119
"5261",57659
"5262",47692
"5263",66731
"5264",57013
"5265",69144
"5266",70741
"5267",62179
"5268",70729
"5269",87760
"5270",70815
"5271",71107
"5272",78484
"5273",70913
"5274",64120
"5275",68204
"5276",70575
"5277",57659
"5278",68756
"5279",70649
"5280",70833
"5281",70974
"5282",88240
"5283",71456
"5284",32218
"5285",71110
"5286",70926
"5287",66363
"5288",70886
"5289",62340
"5290",78843
"5291",70855
"5292",69144
"5293",71413
"5294",69143
"5295",73691
"5296",71023
"5297",70974
"5298",67275
"5299",76401
"5300",63111
"5301",66869
"5302",87883
"5303",66363
"5304",69144
"5305",67404
"5306",68756
"5307",66085
"5308",67471
"5309",69143
"5310",67147
"5311",52567
"5312",67188
"5313",63636
"5314",62691
"5315",63256
"5316",63111
"5317",58304
"5318",63625
"5319",69105
"5320",81395
"5321",62340
"5322",62254
"5323",78533
"5324",69143
"5325",62570
"5326",67147
"5327",63470
"5328",71023
"5329",71297
"5330",65377
"5331",68188
"5332",66869
"5333",70926
"5334",69105
"5335",66625
"5336",61075
"5337",75334
"5338",66247
"5339",66370
"5340",67267
"5341",66780
"5342",55669
"5343",65606
"5344",67045
"5345",69295
"5346",63846
"5347",70481
"5348",69090
"5349",70815
"5350",69867
"5351",63179
"5352",71305
"5353",65585
"5354",68752
"5355",48946
"5356",65942
"5357",78948
"5358",65511
"5359",66731
"5360",68756
"5361",70051
"5362",63846
"5363",63377
"5364",77909
"5365",64120
"5366",71107
"5367",68756
"5368",64120
"5369",62206
"5370",64120
"5371",83602
"5372",64012
"5373",45910
"5374",40504
"5375",69144
"5376",57013
"5377",68756
"5378",78535
"5379",68756
"5380",69090
"5381",68756
"5382",68836
"5383",68756
"5384",66292
"5385",64359
"5386",68756
"5387",60965
"5388",68756
"5389",62347
"5390",68756
"5391",68281
"5392",68756
"5393",70051
"5394",69732
"5395",70051
"5396",70016
"5397",62621
"5398",51759
"5399",70077
"5400",70011
"5401",73191
"5402",70015
"5403",93985
"5404",59963
"5405",70015
"5406",71432
"5407",70144
"5408",70068
"5409",77245
"5410",67275
"5411",78386
"5412",77716
"5413",71110
"5414",78341
"5415",91375
"5416",67287
"5417",80851
"5418",69144
"5419",78533
"5420",78861
"5421",45910
"5422",81223
"5423",70649
"5424",76189
"5425",78127
"5426",78535
"5427",70481
"5428",69262
"5429",77909
"5430",75982
"5431",78484
"5432",57799
"5433",67449
"5434",78843
"5435",78903
"5436",68756
"5437",78948
"5438",62568
"5439",62310
"5440",79019
"5441",69143
"5442",48396
"5443",62439
"5444",32218
"5445",48279
"5446",69732
"5447",75835
"5448",35721
"5449",61075
"5450",64987
"5451",48946
"5452",68183
"5453",62570
"5454",44246
"5455",52567
"5456",67045
"5457",69144
"5458",56688
"5459",63256
"5460",69144
"5461",69732
"5462",69144
"5463",69143
"5464",69144
"5465",84912
"5466",69144
"5467",62147
"5468",69144
"5469",85673
"5470",81223
"5471",69144
"5472",69144
"5473",63609
"5474",69143
"5475",61036
"5476",64729
"5477",65168
"5478",69867
"5479",70011
"5480",65626
"5481",64359
"5482",64987
"5483",69642
"5484",71418
"5485",57501
"5486",62568
"5487",61748
"5488",68303
"5489",71297
"5490",62691
"5491",67106
"5492",62189
"5493",48279
"5494",52472
"5495",68836
"5496",59260
"5497",70886
"5498",68482
"5499",66085
"5500",68183
"5501",66780
"5502",67820
"5503",54194
"5504",74155
"5505",67044
"5506",69732
"5507",68188
"5508",66874
"5509",69732
"5510",69732
"5511",72741
"5512",83941
"5513",69732
"5514",69732
"5515",62308
"5516",70575
"5517",69732
"5518",67820
"5519",52820
"5520",69732
"5521",67044
"5522",75130
"5523",67106
"5524",52326
"5525",62137
"5526",67132
"5527",35721
"5528",67287
"5529",61904
"5530",70015
"5531",66370
"5532",66577
"5533",69732
"5534",67101
"5535",46576
"5536",67325
"5537",52440
"5538",48396
"5539",52370
"5540",52326
"5541",55714
"5542",52472
"5543",42020
"5544",52281
"5545",69732
"5546",53005
"5547",72736
"5548",61874
"5549",70015
"5550",55669
"5551",52820
"5552",67325
"5553",47211
"5554",72577
"5555",61036
"5556",63888
"5557",51759
"5558",42020
"5559",61857
"5560",67266
"5561",44264
"5562",69732
"5563",70989
"5564",53955
"5565",66124
"5566",47692
"5567",46576
"5568",70068
"5569",69143
"5570",69143
"5571",78386
"5572",69143
"5573",90616
"5574",63625
"5575",69143
"5576",59260
"5577",65585
"5578",69143
"5579",70855
"5580",69143
"5581",69143
"5582",69143
"5583",65606
"5584",67188
"5585",90670
"5586",88240
"5587",52370
"5588",69144
"5589",87760
"5590",87883
"5591",62155
"5592",46329
"5593",84912
"5594",69143
"5595",83602
"5596",78861
"5597",66124
"5598",86904
"5599",63470
"5600",76189
"5601",60627
"5602",76330
"5603",66199
"5604",60496
"5605",62479
"5606",62475
"5607",71022
"5608",60628
"5609",69144
"5610",69732
"5611",56029
"5612",62180
"5613",60808
"5614",60443
"5615",41273
"5616",61798
"5617",62115
"5618",69608
"5619",46995
"5620",66266
"5621",69576
"5622",69047
"5623",63625
"5624",65218
"5625",70359
"5626",68164
"5627",68115
"5628",71545
"5629",72680
"5630",68856
"5631",73084
"5632",68167
"5633",71434
"5634",69143
"5635",56289
"5636",71247
"5637",71154
"5638",62976
"5639",71022
"5640",64851
"5641",66522
"5642",71320
"5643",71345
"5644",63648
"5645",71187
"5646",67242
"5647",71083
"5648",63439
"5649",68755
"5650",68191
"5651",68174
"5652",41142
"5653",69803
"5654",79243
"5655",51579
"5656",70133
"5657",85157
"5658",57531
"5659",79088
"5660",56463
"5661",62494
"5662",60988
"5663",45112
"5664",68756
"5665",60627
"5666",73167
"5667",71704
"5668",62135
"5669",72679
"5670",69047
"5671",73245
"5672",72095
"5673",72409
"5674",63633
"5675",63928
"5676",56270
"5677",72680
"5678",71540
"5679",70363
"5680",73065
"5681",62115
"5682",73019
"5683",62339
"5684",62135
"5685",67861
"5686",62322
"5687",76981
"5688",69144
"5689",62396
"5690",62344
"5691",59244
"5692",61973
"5693",76487
"5694",61542
"5695",70574
"5696",62867
"5697",67321
"5698",73281
"5699",43363
"5700",41142
"5701",61799
"5702",52068
"5703",66004
"5704",69143
"5705",63262
"5706",71320
"5707",48260
"5708",63697
"5709",41202
"5710",56431
"5711",41273
"5712",63439
"5713",67321
"5714",65035
"5715",66651
"5716",66240
"5717",57300
"5718",66350
"5719",69732
"5720",71511
"5721",64900
"5722",63498
"5723",48260
"5724",63648
"5725",60754
"5726",60443
"5727",71083
"5728",68266
"5729",78702
"5730",69732
"5731",91017
"5732",78122
"5733",68756
"5734",80086
"5735",69144
"5736",81510
"5737",85157
"5738",80122
"5739",87418
"5740",62180
"5741",95952
"5742",65162
"5743",84834
"5744",81077
"5745",75671
"5746",73281
"5747",69143
"5748",70529
"5749",74895
"5750",63800
"5751",74977
"5752",58125
"5753",72908
"5754",74746
"5755",64436
"5756",62939
"5757",76487
"5758",76556
"5759",45112
"5760",76005
"5761",51274
"5762",60040
"5763",62466
"5764",78122
"5765",67861
"5766",62061
"5767",63625
"5768",74977
"5769",62396
"5770",63633
"5771",66263
"5772",73042
"5773",63988
"5774",59069
"5775",62469
"5776",70294
"5777",70555
"5778",73167
"5779",62339
"5780",70529
"5781",69576
"5782",70604
"5783",63946
"5784",68908
"5785",70519
"5786",70498
"5787",66263
"5788",80634
"5789",70524
"5790",74093
"5791",70574
"5792",70294
"5793",71444
"5794",51032
"5795",73002
"5796",71585
"5797",71420
"5798",71154
"5799",69143
"5800",71412
"5801",71511
"5802",56037
"5803",62004
"5804",71545
"5805",41202
"5806",71540
"5807",64159
"5808",71512
"5809",71444
"5810",65035
"5811",66309
"5812",63972
"5813",65088
"5814",52068
"5815",73012
"5816",69143
"5817",65218
"5818",64619
"5819",63928
"5820",68756
"5821",71187
"5822",64271
"5823",64159
"5824",62481
"5825",61619
"5826",78834
"5827",71704
"5828",62471
"5829",61799
"5830",62934
"5831",62976
"5832",71412
"5833",64619
"5834",63498
"5835",62004
"5836",62743
"5837",62562
"5838",68856
"5839",69143
"5840",62481
"5841",68755
"5842",60040
"5843",62236
"5844",72931
"5845",65088
"5846",57361
"5847",72733
"5848",72263
"5849",72908
"5850",68756
"5851",72173
"5852",61973
"5853",79088
"5854",74093
"5855",70803
"5856",76005
"5857",66860
"5858",51032
"5859",66651
"5860",63002
"5861",78912
"5862",63800
"5863",79302
"5864",72263
"5865",57007
"5866",57531
"5867",87418
"5868",57225
"5869",67823
"5870",60988
"5871",68756
"5872",65811
"5873",66716
"5874",62461
"5875",62466
"5876",72931
"5877",62479
"5878",62322
"5879",63946
"5880",72095
"5881",70519
"5882",62748
"5883",68115
"5884",62939
"5885",63988
"5886",62623
"5887",68370
"5888",62867
"5889",66860
"5890",68756
"5891",68174
"5892",62572
"5893",68756
"5894",68756
"5895",64424
"5896",68756
"5897",79088
"5898",68756
"5899",69144
"5900",68756
"5901",77825
"5902",76556
"5903",68756
"5904",68756
"5905",70555
"5906",73019
"5907",73002
"5908",62471
"5909",72679
"5910",56590
"5911",73012
"5912",57179
"5913",73043
"5914",70359
"5915",73068
"5916",73042
"5917",69143
"5918",62623
"5919",73084
"5920",73065
"5921",80121
"5922",78290
"5923",69144
"5924",60496
"5925",78650
"5926",79243
"5927",79302
"5928",68756
"5929",69732
"5930",79743
"5931",73068
"5932",80634
"5933",95952
"5934",78861
"5935",79088
"5936",81077
"5937",78702
"5938",78834
"5939",61546
"5940",71247
"5941",68756
"5942",78912
"5943",79088
"5944",70133
"5945",79088
"5946",74746
"5947",79088
"5948",74121
"5949",79088
"5950",69144
"5951",79088
"5952",65811
"5953",75671
"5954",68191
"5955",61546
"5956",62572
"5957",71420
"5958",57300
"5959",57361
"5960",58125
"5961",68109
"5962",62748
"5963",59244
"5964",57225
"5965",70524
"5966",59069
"5967",70803
"5968",58721
"5969",56722
"5970",69608
"5971",69144
"5972",69144
"5973",69803
"5974",80447
"5975",69144
"5976",69144
"5977",69144
"5978",79743
"5979",69144
"5980",67039
"5981",67823
"5982",69144
"5983",84834
"5984",69144
"5985",71434
"5986",63663
"5987",66309
"5988",71585
"5989",63875
"5990",62934
"5991",62475
"5992",64424
"5993",64851
"5994",63262
"5995",72173
"5996",63697
"5997",60754
"5998",69732
"5999",60081
"6000",68266
"6001",66716
"6002",68756
"6003",62236
"6004",63002
"6005",74895
"6006",79088
"6007",72733
"6008",68908
"6009",68109
"6010",62344
"6011",64436
"6012",62743
"6013",62494
"6014",67242
"6015",62469
"6016",58721
"6017",69732
"6018",69732
"6019",43363
"6020",69144
"6021",69732
"6022",62061
"6023",69732
"6024",78032
"6025",69732
"6026",69732
"6027",71345
"6028",69732
"6029",60808
"6030",69732
"6031",66697
"6032",55990
"6033",69732
"6034",63663
"6035",66199
"6036",66266
"6037",78650
"6038",66350
"6039",66004
"6040",81510
"6041",66522
"6042",56400
"6043",66007
"6044",67039
"6045",66577
"6046",61542
"6047",66697
"6048",61798
"6049",56722
"6050",78290
"6051",56289
"6052",56113
"6053",70604
"6054",80086
"6055",57179
"6056",60628
"6057",64900
"6058",56400
"6059",56029
"6060",69732
"6061",66577
"6062",56431
"6063",60081
"6064",55990
"6065",51274
"6066",62461
"6067",46995
"6068",63972
"6069",69732
"6070",56590
"6071",76981
"6072",73043
"6073",56037
"6074",70498
"6075",69143
"6076",56270
"6077",62562
"6078",65162
"6079",70363
"6080",68167
"6081",61619
"6082",69143
"6083",69143
"6084",66240
"6085",63875
"6086",69143
"6087",69143
"6088",69143
"6089",72409
"6090",68164
"6091",69143
"6092",56463
"6093",69143
"6094",64271
"6095",69143
"6096",71512
"6097",80121
"6098",76330
"6099",91017
"6100",56113
"6101",80447
"6102",73245
"6103",51579
"6104",78032
"6105",57007
"6106",80122
"6107",66007
"6108",74121
"6109",77825
"6110",78861
"6111",68370
"6112",69144
"6113",60032
"6114",68756
"6115",60436
"6116",60183
"6117",54653
"6118",60385
"6119",61068
"6120",62810
"6121",70504
"6122",69630
"6123",60062
"6124",79088
"6125",67685
"6126",60483
"6127",62734
"6128",69732
"6129",71180
"6130",70427
"6131",61297
"6132",69594
"6133",75337
"6134",69383
"6135",69144
"6136",70840
