"","x"
"8136",73075
"8137",63591
"8138",60121
"8139",58075
"8140",57355
"8141",78160
"8142",66829
"8143",62153
"8144",65733
"8145",76512
"8146",72460
"8147",76081
"8148",74767
"8149",70178
"8150",78160
"8151",72912
"8152",66829
"8153",75086
"8154",74418
"8155",77367
"8156",80444
"8157",61026
"8158",80124
"8159",69596
"8160",90127
"8161",64864
"8162",64230
"8163",68647
"8164",64622
"8165",70178
"8166",64709
"8167",65089
"8168",74088
"8169",65127
"8170",66808
"8171",69233
"8172",64939
"8173",65750
"8174",65072
"8175",69050
"8176",80729
"8177",69382
"8178",54081
"8179",73003
"8180",70508
"8181",76802
"8182",69071
"8183",69832
"8184",70165
"8185",57797
"8186",69596
"8187",69233
"8188",69879
"8189",82495
"8190",70164
"8191",73549
"8192",70835
"8193",71104
"8194",67431
"8195",60127
"8196",71152
"8197",71318
"8198",78487
"8199",78160
"8200",71286
"8201",70921
"8202",93056
"8203",70903
"8204",70916
"8205",66829
"8206",71223
"8207",66276
"8208",54944
"8209",71104
"8210",70256
"8211",68647
"8212",66829
"8213",83679
"8214",70003
"8215",65658
"8216",70442
"8217",69084
"8218",61356
"8219",67849
"8220",54759
"8221",69657
"8222",66529
"8223",64690
"8224",78160
"8225",76843
"8226",74143
"8227",73813
"8228",70508
"8229",73425
"8230",73138
"8231",74088
"8232",86109
"8233",74181
"8234",73288
"8235",54909
"8236",69104
"8237",73856
"8238",76689
"8239",73549
"8240",62037
"8241",71933
"8242",62268
"8243",90554
"8244",60841
"8245",66622
"8246",61054
"8247",78217
"8248",60422
"8249",62898
"8250",78898
"8251",59494
"8252",59782
"8253",61726
"8254",61137
"8255",57953
"8256",66808
"8257",78160
"8258",65072
"8259",63850
"8260",60834
"8261",91653
"8262",66829
"8263",65047
"8264",84488
"8265",76218
"8266",61356
"8267",70903
"8268",55456
"8269",60028
"8270",62096
"8271",71836
"8272",54944
"8273",69596
"8274",67431
"8275",65176
"8276",76249
"8277",67431
"8278",60897
"8279",65047
"8280",67431
"8281",67431
"8282",70921
"8283",67431
"8284",60034
"8285",60028
"8286",66529
"8287",57272
"8288",55921
"8289",92867
"8290",80612
"8291",90554
"8292",70178
"8293",91653
"8294",78481
"8295",93103
"8296",67431
"8297",67737
"8298",93056
"8299",93099
"8300",66860
"8301",80874
"8302",93101
"8303",92885
"8304",69596
"8305",76843
"8306",76379
"8307",63850
"8308",60375
"8309",76802
"8310",58904
"8311",76865
"8312",76756
"8313",54957
"8314",73138
"8315",76819
"8316",63075
"8317",68780
"8318",76893
"8319",76671
"8320",76836
"8321",65566
"8322",58466
"8323",78411
"8324",60841
"8325",58047
"8326",56018
"8327",60461
"8328",71882
"8329",66807
"8330",61486
"8331",63793
"8332",73137
"8333",61726
"8334",79434
"8335",92885
"8336",66345
"8337",63179
"8338",66813
"8339",78411
"8340",78401
"8341",78481
"8342",78217
"8343",70165
"8344",78437
"8345",69116
"8346",77137
"8347",69596
"8348",77867
"8349",78057
"8350",61137
"8351",77856
"8352",66345
"8353",71933
"8354",71890
"8355",66829
"8356",71815
"8357",66683
"8358",71891
"8359",76865
"8360",71882
"8361",62091
"8362",76473
"8363",71897
"8364",77867
"8365",65250
"8366",71803
"8367",71836
"8368",65205
"8369",65566
"8370",76379
"8371",64747
"8372",83764
"8373",66622
"8374",71891
"8375",65470
"8376",65417
"8377",78437
"8378",65048
"8379",66583
"8380",78160
"8381",65250
"8382",66820
"8383",54896
"8384",65160
"8385",63179
"8386",52165
"8387",60127
"8388",83764
"8389",61054
"8390",62614
"8391",61619
"8392",73294
"8393",62091
"8394",61486
"8395",67849
"8396",63075
"8397",62701
"8398",71803
"8399",59621
"8400",65160
"8401",73238
"8402",71890
"8403",71587
"8404",61278
"8405",54211
"8406",76282
"8407",65417
"8408",73294
"8409",74181
"8410",72277
"8411",76819
"8412",69879
"8413",75191
"8414",68084
"8415",76671
"8416",54915
"8417",70178
"8418",91046
"8419",55009
"8420",64622
"8421",83679
"8422",56018
"8423",74121
"8424",86109
"8425",78160
"8426",83483
"8427",73067
"8428",66829
"8429",82495
"8430",69067
"8431",83656
"8432",80729
"8433",69012
"8434",66829
"8435",65176
"8436",60834
"8437",64425
"8438",65351
"8439",65658
"8440",65722
"8441",55107
"8442",83483
"8443",65856
"8444",70916
"8445",65750
"8446",78160
"8447",64690
"8448",66163
"8449",63816
"8450",66813
"8451",73813
"8452",66690
"8453",66683
"8454",69596
"8455",60422
"8456",66807
"8457",78216
"8458",66808
"8459",63793
"8460",66860
"8461",62701
"8462",66820
"8463",77856
"8464",66808
"8465",64864
"8466",66829
"8467",66829
"8468",66829
"8469",67431
"8470",66829
"8471",66009
"8472",70442
"8473",66829
"8474",70178
"8475",78160
"8476",66829
"8477",66829
"8478",76893
"8479",66829
"8480",66163
"8481",73028
"8482",77727
"8483",73003
"8484",60641
"8485",73138
"8486",76282
"8487",73188
"8488",70178
"8489",73138
"8490",73288
"8491",73067
"8492",73137
"8493",62140
"8494",65072
"8495",73177
"8496",70835
"8497",92867
"8498",77727
"8499",78368
"8500",66690
"8501",78401
"8502",78487
"8503",74121
"8504",80309
"8505",76218
"8506",78898
"8507",60034
"8508",65825
"8509",80874
"8510",79434
"8511",69596
"8512",79471
"8513",78160
"8514",70256
"8515",71587
"8516",78160
"8517",66385
"8518",64709
"8519",78160
"8520",67431
"8521",65722
"8522",78160
"8523",78160
"8524",78160
"8525",70178
"8526",78160
"8527",66829
"8528",78160
"8529",73028
"8530",54081
"8531",62370
"8532",71152
"8533",54275
"8534",54211
"8535",62614
"8536",61068
"8537",54957
"8538",76473
"8539",54909
"8540",54759
"8541",75191
"8542",68352
"8543",54896
"8544",76836
"8545",69596
"8546",62268
"8547",69596
"8548",58047
"8549",78934
"8550",69596
"8551",93103
"8552",80309
"8553",69596
"8554",69190
"8555",69596
"8556",55456
"8557",69596
"8558",71223
"8559",69596
"8560",69596
"8561",79124
"8562",65072
"8563",69596
"8564",61278
"8565",66385
"8566",65351
"8567",66009
"8568",71286
"8569",67737
"8570",67431
"8571",66583
"8572",65825
"8573",69657
"8574",62096
"8575",66276
"8576",55921
"8577",73238
"8578",52165
"8579",64747
"8580",60641
"8581",54275
"8582",58904
"8583",69832
"8584",76756
"8585",52281
"8586",55107
"8587",71897
"8588",53832
"8589",73856
"8590",68352
"8591",57272
"8592",54915
"8593",70178
"8594",74143
"8595",69010
"8596",70178
"8597",70178
"8598",70003
"8599",70178
"8600",70178
"8601",65127
"8602",70178
"8603",65856
"8604",59782
"8605",70178
"8606",70164
"8607",83656
"8608",70178
"8609",69012
"8610",91046
"8611",69010
"8612",78160
"8613",69071
"8614",65089
"8615",73188
"8616",69084
"8617",66829
"8618",69190
"8619",63674
"8620",69104
"8621",78057
"8622",69067
"8623",69050
"8624",70178
"8625",69382
"8626",64230
"8627",55009
"8628",60375
"8629",73425
"8630",70178
"8631",61068
"8632",57797
"8633",62898
"8634",72277
"8635",63674
"8636",53832
"8637",62140
"8638",93101
"8639",73177
"8640",62037
"8641",63816
"8642",58466
"8643",62370
"8644",71815
"8645",64425
"8646",60897
"8647",65470
"8648",61619
"8649",52281
"8650",69116
"8651",65048
"8652",59494
"8653",68780
"8654",68084
"8655",59621
"8656",65205
"8657",79124
"8658",80612
"8659",78368
"8660",76249
"8661",71318
"8662",78934
"8663",60461
"8664",84488
"8665",78216
"8666",77137
"8667",93099
"8668",64939
"8669",69596
"8670",76689
"8671",57953
"8672",79471
"8673",60957
"8674",63137
"8675",65102
"8676",64121
"8677",69596
"8678",63999
"8679",73736
"8680",70133
"8681",64639
"8682",71680
"8683",63891
"8684",63986
"8685",64153
"8686",71026
"8687",63850
"8688",69078
"8689",61857
"8690",70826
"8691",63240
"8692",71273
"8693",70593
"8694",65878
"8695",77562
"8696",74244
"8697",73761
"8698",69026
"8699",71036
"8700",71185
"8701",72866
"8702",62382
"8703",73188
"8704",74141
"8705",55254
"8706",70605
"8707",84592
"8708",71126
"8709",54980
"8710",70616
"8711",66751
"8712",70408
"8713",67322
"8714",77945
"8715",70357
"8716",70500
"8717",60069
"8718",56434
"8719",70590
"8720",70507
"8721",68751
"8722",74122
"8723",68865
"8724",71273
"8725",52367
"8726",68561
"8727",69599
"8728",77562
"8729",67501
"8730",25015
"8731",74929
"8732",68499
"8733",60222
"8734",62202
"8735",65878
"8736",65571
"8737",70178
"8738",74122
"8739",73775
"8740",65878
"8741",64288
"8742",74373
"8743",61256
"8744",58545
"8745",74244
"8746",72790
"8747",77562
"8748",73171
"8749",73728
"8750",74447
"8751",71463
"8752",74141
"8753",61857
"8754",56640
"8755",61172
"8756",78362
"8757",61834
"8758",70616
"8759",61256
"8760",73192
"8761",61285
"8762",60635
"8763",69596
"8764",61302
"8765",52002
"8766",65872
"8767",58796
"8768",66802
"8769",55254
"8770",52942
"8771",78323
"8772",67431
"8773",52367
"8774",65363
"8775",57901
"8776",60720
"8777",67432
"8778",75707
"8779",51710
"8780",56029
"8781",52002
"8782",66833
"8783",47732
"8784",70507
"8785",67431
"8786",70605
"8787",63351
"8788",67431
"8789",62032
"8790",71815
"8791",59061
"8792",74237
"8793",64646
"8794",57003
"8795",51710
"8796",25320
"8797",67431
"8798",56434
"8799",58796
"8800",50704
"8801",93183
"8802",76919
"8803",65102
"8804",91869
"8805",93329
"8806",70133
"8807",78428
"8808",93273
"8809",73761
"8810",93247
"8811",93012
"8812",91712
"8813",78125
"8814",55372
"8815",92150
"8816",69596
"8817",76324
"8818",76919
"8819",68865
"8820",76909
"8821",76721
"8822",25388
"8823",76573
"8824",69596
"8825",76820
"8826",75707
"8827",53930
"8828",65092
"8829",75518
"8830",63411
"8831",72889
"8832",75928
"8833",60957
"8834",77004
"8835",63240
"8836",66730
"8837",64288
"8838",73117
"8839",64983
"8840",77575
"8841",64646
"8842",60635
"8843",66613
"8844",70500
"8845",60372
"8846",65872
"8847",47732
"8848",62501
"8849",78381
"8850",70826
"8851",78323
"8852",78362
"8853",93329
"8854",66848
"8855",78380
"8856",77575
"8857",61285
"8858",77945
"8859",62147
"8860",77684
"8861",67431
"8862",74447
"8863",78092
"8864",62501
"8865",71710
"8866",52942
"8867",65878
"8868",71804
"8869",71835
"8870",71815
"8871",69025
"8872",71709
"8873",60032
"8874",71680
"8875",70357
"8876",62758
"8877",71802
"8878",64701
"8879",71842
"8880",60557
"8881",60128
"8882",63137
"8883",63351
"8884",68872
"8885",65612
"8886",63888
"8887",63104
"8888",57901
"8889",71709
"8890",66146
"8891",62207
"8892",61207
"8893",60222
"8894",63411
"8895",70590
"8896",60557
"8897",71710
"8898",61709
"8899",84592
"8900",77562
"8901",66237
"8902",56232
"8903",63104
"8904",60720
"8905",60835
"8906",57003
"8907",63891
"8908",61207
"8909",64431
"8910",64701
"8911",70133
"8912",65501
"8913",65878
"8914",74971
"8915",25386
"8916",74587
"8917",71835
"8918",76994
"8919",55090
"8920",76573
"8921",93273
"8922",76363
"8923",74929
"8924",77562
"8925",74461
"8926",75011
"8927",65325
"8928",75928
"8929",76324
"8930",25381
"8931",25386
"8932",25374
"8933",77373
"8934",54685
"8935",25388
"8936",65878
"8937",60835
"8938",25015
"8939",93012
"8940",25320
"8941",25393
"8942",75011
"8943",77562
"8944",25430
"8945",60128
"8946",56612
"8947",70178
"8948",91869
"8949",60745
"8950",56232
"8951",73736
"8952",76877
"8953",60032
"8954",66809
"8955",62006
"8956",63986
"8957",67752
"8958",69077
"8959",60097
"8960",66125
"8961",25381
"8962",77562
"8963",84423
"8964",65135
"8965",70593
"8966",65025
"8967",70408
"8968",65139
"8969",72790
"8970",65089
"8971",65878
"8972",65092
"8973",65548
"8974",62202
"8975",65325
"8976",65571
"8977",66606
"8978",65971
"8979",66390
"8980",66730
"8981",61834
"8982",66848
"8983",66751
"8984",74237
"8985",74476
"8986",66809
"8987",66613
"8988",71185
"8989",73728
"8990",66833
"8991",78092
"8992",66802
"8993",65878
"8994",73168
"8995",65878
"8996",65878
"8997",64476
"8998",77562
"8999",65878
"9000",65878
"9001",76820
"9002",77357
"9003",65878
"9004",68499
"9005",65548
"9006",68574
"9007",65878
"9008",65878
"9009",66606
"9010",73168
"9011",73775
"9012",84423
"9013",73117
"9014",78380
"9015",73192
"9016",73121
"9017",67501
"9018",73138
"9019",62006
"9020",73171
"9021",72866
"9022",73018
"9023",73188
"9024",55376
"9025",93183
"9026",77004
"9027",69596
"9028",63916
"9029",77373
"9030",76721
"9031",78527
"9032",76877
"9033",70133
"9034",76363
"9035",73210
"9036",54994
"9037",78125
"9038",76896
"9039",63850
"9040",76269
"9041",68751
"9042",54729
"9043",77562
"9044",77562
"9045",62032
"9046",77562
"9047",65025
"9048",77562
"9049",77562
"9050",57911
"9051",77562
"9052",77562
"9053",75518
"9054",73018
"9055",77562
"9056",65878
"9057",69089
"9058",54729
"9059",77123
"9060",76909
"9061",54980
"9062",54685
"9063",55090
"9064",69599
"9065",65139
"9066",77357
"9067",53930
"9068",54994
"9069",74461
"9070",55372
"9071",69596
"9072",25430
"9073",78685
"9074",74971
"9075",69596
"9076",25374
"9077",69596
"9078",74373
"9079",69596
"9080",69596
"9081",69596
"9082",93247
"9083",69596
"9084",69075
"9085",67752
"9086",76896
"9087",69596
"9088",69596
"9089",67431
"9090",65971
"9091",61172
"9092",71126
"9093",66237
"9094",76994
"9095",65363
"9096",64983
"9097",66146
"9098",60703
"9099",62147
"9100",56029
"9101",60069
"9102",68574
"9103",71842
"9104",50704
"9105",70178
"9106",68729
"9107",70178
"9108",64121
"9109",65612
"9110",75568
"9111",70133
"9112",69596
"9113",70133
"9114",70133
"9115",70134
"9116",61302
"9117",71802
"9118",70133
"9119",70133
"9120",66125
"9121",78381
"9122",68729
"9123",69127
"9124",68872
"9125",60745
"9126",78527
"9127",69025
"9128",68927
"9129",64639
"9130",69026
"9131",70134
"9132",69075
"9133",64431
"9134",69077
"9135",92150
"9136",69078
"9137",56640
"9138",66390
"9139",63916
"9140",64476
"9141",63999
"9142",68561
"9143",58545
"9144",73121
"9145",57911
"9146",65089
"9147",71036
"9148",77684
"9149",60372
"9150",62382
"9151",71463
"9152",55376
"9153",69089
"9154",61709
"9155",69127
"9156",71804
"9157",65135
"9158",63888
"9159",59061
"9160",67322
"9161",67432
"9162",60703
"9163",62207
"9164",62758
"9165",64153
"9166",70133
"9167",60097
"9168",65501
"9169",78685
"9170",56612
"9171",77123
"9172",74587
"9173",75568
"9174",69596
"9175",78428
"9176",68927
"9177",74476
"9178",73138
"9179",73210
"9180",91712
"9181",25393
"9182",71026
"9183",72889
"9184",76269
"9185",61613
"9186",66515
"9187",62163
"9188",61845
"9189",68337
"9190",66801
"9191",62359
"9192",61923
"9193",76712
"9194",62435
"9195",25343
"9196",77234
"9197",62014
"9198",72084
"9199",61759
"9200",68990
"9201",69696
"9202",72528
"9203",74457
"9204",71985
"9205",64781
"9206",72665
"9207",72756
"9208",62386
"9209",62144
"9210",74447
"9211",73017
"9212",72262
"9213",77329
"9214",72084
"9215",73722
"9216",52884
"9217",70591
"9218",50018
"9219",70156
"9220",62030
"9221",67431
"9222",64441
"9223",70639
"9224",73843
"9225",70997
"9226",70077
"9227",70035
"9228",72262
"9229",74336
"9230",70031
"9231",25571
"9232",70925
"9233",70591
"9234",69187
"9235",66800
"9236",78312
"9237",68202
"9238",71638
"9239",56848
"9240",70109
"9241",68749
"9242",77982
"9243",57799
"9244",65155
"9245",59119
"9246",59110
"9247",65878
"9248",67420
"9249",74532
"9250",72528
"9251",72161
"9252",74221
"9253",60482
"9254",69696
"9255",73843
"9256",73513
"9257",62881
"9258",61999
"9259",74002
"9260",52568
"9261",59392
"9262",74188
"9263",73722
"9264",73028
"9265",78282
"9266",57960
"9267",62163
"9268",61893
"9269",65791
"9270",62389
"9271",61397
"9272",68749
"9273",61393
"9274",61651
"9275",65684
"9276",76465
"9277",61695
"9278",62372
"9279",70806
"9280",66878
"9281",58699
"9282",50018
"9283",72161
"9284",71985
"9285",52708
"9286",60594
"9287",75676
"9288",45134
"9289",52492
"9290",70077
"9291",56122
"9292",44392
"9293",25358
"9294",44568
"9295",67431
"9296",63874
"9297",67431
"9298",73086
"9299",67431
"9300",53387
"9301",67431
"9302",67431
"9303",53682
"9304",63780
"9305",67431
"9306",62144
"9307",56122
"9308",71741
"9309",59392
"9310",76596
"9311",67431
"9312",70925
"9313",74532
"9314",90512
"9315",69047
"9316",90155
"9317",72008
"9318",90767
"9319",66301
"9320",90466
"9321",69696
"9322",74447
"9323",92076
"9324",93004
"9325",93127
"9326",66654
"9327",92851
"9328",77750
"9329",76761
"9330",76696
"9331",70156
"9332",76656
"9333",77982
"9334",76109
"9335",62359
"9336",77103
"9337",76270
"9338",25462
"9339",76536
"9340",44392
"9341",69449
"9342",76596
"9343",53850
"9344",75947
"9345",61352
"9346",70164
"9347",61769
"9348",90155
"9349",63405
"9350",65265
"9351",65237
"9352",66825
"9353",61393
"9354",61999
"9355",65684
"9356",60974
"9357",62014
"9358",59110
"9359",61641
"9360",77341
"9361",78282
"9362",78461
"9363",59827
"9364",78312
"9365",63405
"9366",77642
"9367",75822
"9368",65878
"9369",78076
"9370",69007
"9371",66872
"9372",77234
"9373",77329
"9374",62372
"9375",77982
"9376",77341
"9377",65878
"9378",62372
"9379",71838
"9380",57716
"9381",72008
"9382",71638
"9383",66534
"9384",71726
"9385",76270
"9386",61593
"9387",71826
"9388",71741
"9389",71814
"9390",77982
"9391",69696
"9392",71848
"9393",58699
"9394",57013
"9395",69696
"9396",57716
"9397",65878
"9398",77982
"9399",56848
"9400",54372
"9401",57473
"9402",57401
"9403",57069
"9404",67030
"9405",71814
"9406",66654
"9407",61738
"9408",68978
"9409",77992
"9410",68527
"9411",64015
"9412",65353
"9413",75289
"9414",90767
"9415",66534
"9416",85870
"9417",57473
"9418",67683
"9419",57799
"9420",67030
"9421",60344
"9422",67577
"9423",65798
"9424",71848
"9425",25351
"9426",63956
"9427",76023
"9428",76656
"9429",75289
"9430",65878
"9431",75676
"9432",77103
"9433",67431
"9434",76712
"9435",77002
"9436",54255
"9437",74336
"9438",75091
"9439",69067
"9440",77550
"9441",25351
"9442",69187
"9443",68947
"9444",25397
"9445",25362
"9446",67431
"9447",84301
"9448",68989
"9449",54750
"9450",25462
"9451",25343
"9452",61069
"9453",25358
"9454",75091
"9455",25571
"9456",75947
"9457",53857
"9458",66515
"9459",68947
"9460",72027
"9461",68893
"9462",76109
"9463",66597
"9464",75822
"9465",73086
"9466",72755
"9467",77002
"9468",60974
"9469",61695
"9470",74210
"9471",61759
"9472",72161
"9473",65184
"9474",77982
"9475",65667
"9476",65878
"9477",52708
"9478",65791
"9479",65265
"9480",71726
"9481",65533
"9482",78076
"9483",57069
"9484",65155
"9485",66087
"9486",66841
"9487",65798
"9488",67420
"9489",66673
"9490",78461
"9491",66800
"9492",72027
"9493",69696
"9494",66801
"9495",77982
"9496",66801
"9497",66825
"9498",61651
"9499",66872
"9500",65878
"9501",69007
"9502",66841
"9503",61641
"9504",66878
"9505",65878
"9506",68527
"9507",61769
"9508",65878
"9509",65878
"9510",65878
"9511",62389
"9512",70109
"9513",65878
"9514",69363
"9515",77982
"9516",65878
"9517",66087
"9518",65280
"9519",65878
"9520",65878
"9521",73038
"9522",73086
"9523",74457
"9524",78213
"9525",73028
"9526",70639
"9527",66801
"9528",73086
"9529",52492
"9530",73042
"9531",73017
"9532",93004
"9533",53495
"9534",74188
"9535",73086
"9536",73028
"9537",77992
"9538",90512
"9539",71838
"9540",78213
"9541",74221
"9542",77167
"9543",72756
"9544",77537
"9545",69409
"9546",75863
"9547",69696
"9548",76465
"9549",57437
"9550",74538
"9551",61738
"9552",77750
"9553",61352
"9554",77982
"9555",67431
"9556",65353
"9557",77982
"9558",77982
"9559",77982
"9560",61397
"9561",65533
"9562",77982
"9563",77982
"9564",60904
"9565",59119
"9566",77982
"9567",77982
"9568",65878
"9569",53857
"9570",76696
"9571",65667
"9572",53387
"9573",25362
"9574",84922
"9575",54372
"9576",69592
"9577",54750
"9578",62435
"9579",70035
"9580",54255
"9581",53960
"9582",44568
"9583",53850
"9584",77550
"9585",69696
"9586",56552
"9587",69696
"9588",69013
"9589",69696
"9590",77167
"9591",69696
"9592",85870
"9593",69696
"9594",73042
"9595",69696
"9596",69696
"9597",93127
"9598",74210
"9599",69696
"9600",63188
"9601",67431
"9602",63956
"9603",62571
"9604",62030
"9605",64781
"9606",60594
"9607",63780
"9608",70997
"9609",62881
"9610",67683
"9611",76536
"9612",61069
"9613",53960
"9614",65280
"9615",73086
"9616",63874
"9617",66673
"9618",70164
"9619",76023
"9620",25397
"9621",68337
"9622",77642
"9623",66597
"9624",61923
"9625",69592
"9626",69409
"9627",50436
"9628",69009
"9629",69449
"9630",68836
"9631",70806
"9632",72161
"9633",76761
"9634",57960
"9635",69047
"9636",61845
"9637",68893
"9638",84922
"9639",65237
"9640",68989
"9641",72755
"9642",69007
"9643",74002
"9644",69009
"9645",69007
"9646",68836
"9647",69067
"9648",68990
"9649",73038
"9650",56552
"9651",62571
"9652",61893
"9653",72665
"9654",53682
"9655",45134
"9656",73513
"9657",52667
"9658",75863
"9659",50436
"9660",52568
"9661",53495
"9662",70031
"9663",92851
"9664",52884
"9665",65184
"9666",62372
"9667",64015
"9668",69013
"9669",68202
"9670",64441
"9671",84301
"9672",90466
"9673",69363
"9674",57401
"9675",71826
"9676",60904
"9677",60344
"9678",74538
"9679",60746
"9680",68978
"9681",61613
"9682",57013
"9683",59827
"9684",73028
"9685",60482
"9686",66301
"9687",77537
"9688",62386
"9689",52667
"9690",61593
"9691",92076
"9692",69696
"9693",57437
"9694",67577
"9695",60746
"9696",63188
"9697",60687
"9698",70126
"9699",60104
"9700",60500
"9701",46012
"9702",60140
"9703",73577
"9704",73064
"9705",60986
"9706",40038
"9707",69419
"9708",60944
"9709",63880
"9710",63345
"9711",69022
"9712",68665
"9713",66714
"9714",72443
"9715",60295
"9716",72108
"9717",71787
"9718",60140
"9719",71856
"9720",71483
"9721",73283
"9722",73106
"9723",71463
"9724",71993
"9725",70592
"9726",70910
"9727",70873
"9728",50417
"9729",65012
"9730",70126
"9731",73390
"9732",70686
"9733",64037
"9734",70051
"9735",69012
"9736",71157
"9737",45918
"9738",70731
"9739",72409
"9740",71029
"9741",69134
"9742",70545
"9743",67431
"9744",70695
"9745",78523
"9746",74569
"9747",69448
"9748",70317
"9749",66910
"9750",68340
"9751",69435
"9752",67685
"9753",67431
"9754",64187
"9755",67338
"9756",90445
"9757",69134
"9758",64694
"9759",65878
"9760",69016
"9761",72005
"9762",71101
"9763",60104
"9764",71699
"9765",72762
"9766",60087
"9767",69083
"9768",72540
"9769",78090
"9770",73106
"9771",73068
"9772",71504
"9773",70592
"9774",72544
"9775",61845
"9776",72203
"9777",62435
"9778",76885
"9779",67327
"9780",62131
"9781",60463
"9782",62306
"9783",61632
"9784",69796
"9785",61758
"9786",70758
"9787",61581
"9788",65412
"9789",61276
"9790",78266
"9791",62213
"9792",66913
"9793",68710
"9794",50666
"9795",69448
"9796",57959
"9797",46012
"9798",70051
"9799",42784
"9800",83720
"9801",45918
"9802",51921
"9803",47423
"9804",39804
"9805",67431
"9806",57066
"9807",60968
"9808",47759
"9809",67431
"9810",78523
"9811",67431
"9812",70686
"9813",70585
"9814",67431
"9815",65878
"9816",76743
"9817",67431
"9818",67431
"9819",67431
"9820",62157
"9821",67431
"9822",63345
"9823",67431
"9824",47759
"9825",90353
"9826",75128
"9827",90127
"9828",73086
"9829",93024
"9830",78523
"9831",91213
"9832",76107
"9833",91188
"9834",61801
"9835",65878
"9836",90445
"9837",61276
"9838",90436
"9839",69796
"9840",90646
"9841",52359
"9842",76885
"9843",78078
"9844",76219
"9845",25357
"9846",75815
"9847",76748
"9848",61653
"9849",76743
"9850",66883
"9851",67338
"9852",74638
"9853",71769
"9854",73257
"9855",74115
"9856",76334
"9857",60687
"9858",60158
"9859",69796
"9860",65188
"9861",76947
"9862",60314
"9863",58509
"9864",53318
"9865",61758
"9866",61801
"9867",57754
"9868",65412
"9869",66776
"9870",56515
"9871",74115
"9872",62840
"9873",62435
"9874",78416
"9875",78078
"9876",77509
"9877",93024
"9878",76947
"9879",78160
"9880",73558
"9881",25435
"9882",78090
"9883",71500
"9884",75950
"9885",77296
"9886",78266
"9887",67157
"9888",62840
"9889",73039
"9890",71651
"9891",25349
"9892",71699
"9893",71787
"9894",73323
"9895",59977
"9896",71893
"9897",84771
"9898",70731
"9899",71727
"9900",72025
"9901",71769
"9902",65265
"9903",49036
"9904",71794
"9905",25363
"9906",62849
"9907",60295
"9908",62259
"9909",73352
"9910",59977
"9911",61653
"9912",61115
"9913",60510
"9914",61986
"9915",71727
"9916",60361
"9917",50232
"9918",73053
"9919",61845
"9920",58472
"9921",60157
"9922",71651
"9923",58613
"9924",76219
"9925",72762
"9926",64341
"9927",42784
"9928",57833
"9929",84771
"9930",61986
"9931",60926
"9932",62633
"9933",57866
"9934",52788
"9935",70873
"9936",58472
"9937",60157
"9938",52748
"9939",73390
"9940",65188
"9941",73352
"9942",73323
"9943",76748
"9944",73558
"9945",73615
"9946",68864
"9947",76252
"9948",73548
"9949",65878
"9950",73257
"9951",62213
"9952",73680
"9953",25363
"9954",60158
"9955",25349
"9956",64278
"9957",25357
"9958",25425
"9959",62431
"9960",61632
"9961",25435
"9962",51954
"9963",76252
"9964",74638
"9965",57866
"9966",25446
"9967",25380
"9968",73680
"9969",72005
"9970",71460
"9971",67431
"9972",68117
"9973",68988
"9974",75695
"9975",71856
"9976",83720
"9977",63627
"9978",70758
"9979",72409
"9980",60944
"9981",71501
"9982",90436
"9983",70103
"9984",68665
"9985",65012
"9986",65513
"9987",90127
"9988",64278
"9989",59808
"9990",68340
"9991",59244
"9992",59229
"9993",60510
"9994",64187
"9995",67431
"9996",65545
"9997",78523
"9998",72894
"9999",60968
"10000",65878
"10001",66714
"10002",78416
"10003",66738
"10004",62131
"10005",75041
"10006",66837
"10007",60314
"10008",66776
"10009",73615
"10010",91188
"10011",66883
"10012",69080
"10013",66776
"10014",25446
"10015",67157
"10016",66913
"10017",65878
"10018",65513
"10019",65878
"10020",70317
"10021",76483
"10022",65878
"10023",78523
"10024",65878
"10025",71157
"10026",69796
"10027",65878
"10028",72025
"10029",65878
"10030",57066
"10031",65878
"10032",65878
"10033",73039
"10034",71460
"10035",69005
"10036",73086
"10037",73029
"10038",64341
"10039",62306
"10040",73064
"10041",73283
"10042",54333
"10043",73068
"10044",71993
"10045",73038
"10046",73053
"10047",66756
"10048",72203
"10049",90353
"10050",74569
"10051",55070
"10052",74149
"10053",75041
"10054",65878
"10055",73577
"10056",58509
"10057",76107
"10058",78523
"10059",61581
"10060",75950
"10061",69796
"10062",72894
"10063",66083
"10064",75029
"10065",78523
"10066",78523
"10067",65878
"10068",69796
"10069",78523
"10070",78523
"10071",57833
"10072",59229
"10073",78523
"10074",56426
"10075",78523
"10076",39804
"10077",78523
"10078",70545
"10079",78523
"10080",69016
"10081",52359
"10082",52748
"10083",66738
"10084",62259
"10085",60463
"10086",78160
"10087",71893
"10088",53318
"10089",51954
"10090",51921
"10091",78523
"10092",73548
"10093",52760
"10094",52788
"10095",25380
"10096",76334
"10097",69696
"10098",72443
"10099",69796
"10100",77509
"10101",69796
"10102",66837
"10103",91213
"10104",69435
"10105",69796
"10106",69796
"10107",69796
"10108",65545
"10109",69796
"10110",63246
"10111",69796
"10112",75029
"10113",65878
"10114",65063
"10115",69439
"10116",57959
"10117",64037
"10118",25425
"10119",59244
"10120",61115
"10121",63627
"10122",67431
"10123",47423
"10124",62157
"10125",63880
"10126",64694
"10127",78523
"10128",70695
"10129",55976
"10130",50666
"10131",69439
"10132",70585
"10133",75695
"10134",61459
